group1,group2,bothTest,bothTrain
2093650,3159650,0,100
2093650,3161650,0,77
2093650,3163690,0,100
2093650,3169650,0,78
2093650,3173650,0,100
2093650,3181650,0,83
2093650,3185650,0,100
2093650,3187680,0,83
2093650,3189650,0,100
2093650,3191650,0,81
2093650,3197670,0,100
2093650,3203680,0,78
2093650,3209651,0,100
2093650,3211670,0,83
2093650,3215650,0,100
2093650,3217660,0,81
2093650,3219650,0,100
2093650,3221650,0,83
2093650,3223650,0,100
2093650,3225690,0,70
2093650,3229650,0,100
2093650,3231650,0,82
2093650,3239650,0,100
2093650,3241660,0,76
2093650,3243680,0,100
2093650,3245680,0,76
2093650,3247652,0,100
2093650,3249650,0,76
2093650,3251653,0,100
2093650,3257660,0,71
2093650,3263650,0,100
2093650,3267660,0,75
2093650,3271650,0,100
2093650,3273652,0,78
2093650,3277650,0,100
2093650,3279650,0,79
2093650,3281670,0,100
2093650,3283690,0,80
2093650,3289650,0,100
2093650,3291670,0,77
2093650,3293653,0,100
2093650,3297650,0,73
2093650,3301660,0,100
2093650,3311680,0,71
2093650,3313650,0,100
2093650,3315650,0,79
2093650,3317650,0,100
2093650,3319650,0,82
2093650,3321660,0,100
2093650,3323670,0,75
2093650,3327650,0,100
2093650,3335650,0,80
2093650,3337650,0,100
2093650,3339680,0,81
2093650,3341680,0,100
2093650,3343650,0,89
2093650,3345650,0,100
2093650,3347653,0,79
2093650,3357650,0,100
2093650,3361650,0,83
2093650,3363660,0,100
2093650,3365650,0,85
2093650,3367653,0,100
2093650,3371650,0,86
2093650,3373660,0,100
2093650,3375670,0,84
2093650,3377650,0,100
2093650,3381650,0,80
2093650,3385670,0,100
2093650,3387660,0,77
2093650,3389690,0,100
2093650,3391652,0,71
2093650,3399653,0,100
2093650,3401650,0,81
2093650,3403653,0,100
2093650,3405653,0,81
2093650,3407653,0,100
2093650,3409650,0,77
2093650,3411650,0,100
2093650,3415660,0,77
2093650,3417653,0,100
2093650,3419660,0,87
2093650,3421653,0,100
2093650,3427670,0,78
2093650,3429653,0,100
2093650,3431650,0,78
2093650,3433650,0,100
2093650,3435690,0,88
2093650,3437650,0,100
2093650,3439680,0,75
2093650,3441650,0,100
2093650,3443650,0,80
2093650,3445670,0,100
2093650,3447650,0,88
2093650,3453650,0,100
2093650,3455650,0,78
2093650,3477660,0,100
2093650,3481660,0,80
2093650,3483651,0,100
2093650,3485680,0,85
2093650,3487650,0,100
2093650,3489670,0,76
2093650,3491650,0,100
2093650,3495650,0,75
2093650,3497650,0,100
2093650,3499660,0,84
2093650,3501650,0,100
2093650,3503650,0,78
2093650,3509661,0,100
2093650,3511650,0,71
2093650,3515660,0,100
2093650,3517653,0,77
2093650,3519670,0,100
2093650,3523650,0,87
2093650,3525650,0,100
2093650,3527670,0,75
2093650,3529653,0,100
2093650,3531650,0,84
2093650,3535650,0,100
2093650,3537650,0,81
2093650,3551650,0,100
2093650,3561650,0,83
2097653,2103650,4,65
2097653,2105652,0,76
2097653,2107650,7,61
2097653,2109653,0,76
2097653,2113670,4,62
2097653,2115650,0,76
2097653,2117651,5,59
2097653,2119650,0,76
2097653,2123652,4,59
2097653,2125650,0,76
2097653,2127650,5,58
2097653,2129660,0,76
2097653,2131650,3,68
2097653,2133650,0,76
2097653,2137650,7,59
2097653,2139650,0,76
2097653,2143653,10,61
2097653,2145660,0,76
2097653,2147680,6,60
2097653,2149650,0,76
2097653,2151650,10,62
2097653,2153660,0,76
2097653,2155650,6,60
2097653,2157660,0,76
2097653,2159650,4,61
2097653,2161653,0,76
2097653,2163653,6,62
2097653,2165652,0,76
2097653,2167670,5,54
2097653,2169653,0,76
2097653,2171690,3,59
2097653,2173650,0,76
2097653,2177653,4,67
2097653,2179650,0,76
2097653,2181650,7,60
2097653,2183650,0,76
2097653,2185670,5,59
2097653,2187680,0,76
2097653,2189650,2,62
2097653,2193650,0,76
2097653,2195651,6,67
2097653,2197670,0,76
2097653,2199650,4,65
2097653,2201650,0,76
2097653,2203653,3,60
2097653,2205670,0,76
2097653,2207653,2,61
2097653,2215650,0,76
2097653,2219650,3,68
2097653,2221650,0,76
2097653,2223650,3,61
2097653,2225650,0,76
2097653,2227660,2,61
2097653,2229653,0,76
2097653,2231653,2,61
2097653,2239650,0,76
2097653,2241650,8,55
2097653,2243651,0,76
2097653,2253660,3,61
2097653,2255653,0,76
2097653,2257660,5,57
2097653,2261650,0,76
2097653,2265651,7,60
2097653,2267653,0,76
2097653,2271650,4,59
2097653,2277650,0,76
2097653,2279650,4,63
2097653,2281651,0,76
2097653,2283670,2,60
2097653,2285653,0,76
2097653,2287660,5,61
2097653,2289650,0,76
2097653,2291653,4,59
2097653,2293650,0,76
2097653,2295650,2,64
2097653,2297650,0,76
2097653,2301650,4,64
2097653,2305651,0,76
2097653,2307650,6,60
2097653,2309650,0,76
2097653,2313680,7,62
2097653,2315650,0,76
2097653,2321650,5,64
2097653,2325660,0,76
2097653,2327650,3,63
2097653,2329650,0,76
2097653,2335650,3,63
2097653,2337650,0,76
2097653,2339651,5,54
2097653,2341650,0,76
2097653,2343650,3,61
2097653,2349653,0,76
2097653,2353670,2,55
2097653,2355653,0,76
2097653,2359650,5,60
2097653,2365651,0,76
2097653,2367650,2,64
2097653,2373690,0,76
2097653,2375650,7,60
2097653,2379653,0,76
2097653,2389650,3,59
2097653,2393650,0,76
2097653,2395670,7,58
2097653,2399670,0,76
2097653,2405680,7,59
2097653,2409670,0,76
2097653,2411660,4,65
2097653,2413660,0,76
2097653,2419660,8,62
2097653,2421651,0,76
2097653,2427660,5,63
2097653,2431660,0,76
2097653,2433650,5,61
2097653,2435680,0,76
2097653,2437680,6,65
2097653,2447651,0,76
2097653,2449650,6,60
2097653,2453653,0,76
2097653,2455650,4,61
2097653,2457670,0,76
2097653,2461651,3,68
2097653,2463651,0,76
2097653,2465680,5,66
2097653,2471651,0,76
2097653,2473660,4,59
2097653,2475653,0,76
2097653,2487651,6,66
2097653,2491670,0,76
2097653,2493651,4,64
2097653,2495653,0,76
2097653,2499660,2,55
2097653,2503650,0,76
2097653,2505651,5,58
2097653,2507651,0,76
2097653,2511650,3,60
2097653,2513680,0,76
2097653,2517650,6,55
2097653,2519650,0,76
2097653,2523653,5,58
2097653,2525651,0,76
2097653,2527670,5,59
2097653,2529680,0,76
2097653,2531651,4,64
2097653,2535652,0,76
2097653,2537670,2,62
2097653,2539660,0,76
2097653,2541670,2,63
2097653,2543653,0,76
2097653,2545651,3,64
2097653,2547670,0,76
2097653,2551650,4,63
2097653,2555653,0,76
2097653,2559650,4,57
2097653,2565650,0,76
2097653,2567653,5,64
2097653,2571650,0,76
2097653,2575653,3,61
2097653,2579680,0,76
2097653,2581651,1,58
2097653,2583650,0,76
2097653,2587650,7,61
2097653,2589650,0,76
2097653,2597670,6,66
2097653,2599650,0,76
2097653,2603650,5,57
2097653,2611670,0,76
2097653,2613650,3,58
2097653,2617653,0,76
2097653,2619653,5,53
2097653,2625653,0,76
2097653,2629651,7,65
2097653,2633670,0,76
2097653,2637651,4,64
2097653,2639690,0,76
2097653,2641650,5,63
2097653,2643651,0,76
2097653,2647650,3,56
2097653,2657651,0,76
2097653,2665650,9,56
2097653,2667653,0,76
2097653,2669660,3,58
2097653,2671660,0,76
2097653,2675680,3,60
2097653,2677650,0,76
2097653,2679660,4,62
2097653,2681650,0,76
2097653,2695652,9,65
2097653,2703653,0,76
2097653,2705653,4,66
2097653,2709650,0,76
2097653,2713651,5,58
2097653,2717652,0,76
2097653,2719650,2,63
2097653,2725650,0,76
2097653,2727653,7,57
2097653,2731670,0,76
2097653,2733650,9,61
2097653,2739651,0,76
2097653,2743650,5,65
2097653,2751650,0,76
2097653,2757652,3,56
2097653,2767650,0,76
2097653,2769660,6,58
2097653,2771670,0,76
2097653,2773651,3,66
2097653,2775653,0,76
2097653,2777670,8,60
2097653,2779670,0,76
2097653,2785650,4,64
2097653,2787660,0,76
2097653,2795690,2,65
2097653,2799653,0,76
2097653,2801653,4,67
2097653,2803670,0,76
2097653,2805660,4,59
2097653,2807650,0,76
2097653,2811650,2,60
2097653,2815650,0,76
2097653,2817670,3,57
2097653,2823650,0,76
2097653,2827650,4,63
2097653,2829660,0,76
2097653,2831680,4,57
2097653,2835650,0,76
2097653,2837680,3,60
2097653,2841680,0,76
2097653,2843670,5,63
2097653,2849650,0,76
2097653,2853660,7,64
2097653,2855690,0,76
2097653,2857650,7,56
2097653,2859650,0,76
2097653,2861650,4,65
2097653,2863680,0,76
2097653,2871650,5,60
2097653,2873653,0,76
2097653,2879660,4,59
2097653,2883650,0,76
2097653,2887670,6,60
2097653,2889660,0,76
2097653,2893660,3,65
2097653,2895650,0,76
2097653,2901651,6,65
2097653,2903653,0,76
2097653,2905650,2,55
2097653,2907653,0,76
2097653,2909653,4,59
2097653,2911680,0,76
2097653,2913650,3,64
2097653,2915650,0,76
2097653,2917650,5,65
2097653,2921652,0,76
2097653,2923650,8,66
2097653,2929650,0,76
2097653,2931650,7,63
2097653,2933652,0,76
2097653,2935650,5,61
2097653,2937653,0,76
2097653,2939650,6,60
2097653,2943650,0,76
2097653,2945660,2,62
2097653,2955670,0,76
2097653,2957680,7,63
2097653,2959660,0,76
2097653,2961650,4,58
2097653,2963670,0,76
2097653,2965650,6,62
2097653,2967680,0,76
2097653,2969650,7,57
2097653,2971660,0,76
2097653,2981651,3,57
2097653,2987670,0,76
2097653,2991650,4,64
2097653,2993690,0,76
2097653,2995660,4,61
2097653,2997651,0,76
2097653,2999650,6,62
2097653,3001670,0,76
2097653,3005653,6,58
2097653,3009670,0,76
2097653,3011651,7,62
2097653,3013653,0,76
2097653,3015650,7,62
2097653,3021690,0,76
2097653,3023652,3,62
2097653,3025650,0,76
2097653,3031650,5,65
2097653,3033660,0,76
2097653,3043652,2,62
2097653,3047652,0,76
2097653,3049660,5,63
2097653,3051650,0,76
2097653,3053650,6,58
2097653,3061660,0,76
2097653,3063660,3,62
2097653,3065652,0,76
2097653,3069660,6,60
2097653,3073680,0,76
2097653,3075653,8,58
2097653,3081660,0,76
2097653,3085650,6,58
2097653,3087661,0,76
2097653,3089650,6,62
2097653,3091650,0,76
2097653,3095670,5,64
2097653,3099680,0,76
2097653,3101650,6,61
2097653,3103670,0,76
2097653,3105660,4,60
2097653,3109650,0,76
2097653,3111650,4,70
2097653,3113650,0,76
2097653,3117652,5,59
2097653,3119660,0,76
2097653,3123653,6,61
2097653,3125660,0,76
2097653,3127690,3,54
2097653,3129670,0,76
2097653,3131650,5,56
2097653,3133652,0,76
2097653,3135660,2,61
2097653,3137650,0,76
2097653,3139650,3,61
2097653,3141652,0,76
2097653,3143650,6,62
2097653,3145650,0,76
2097653,3149653,1,64
2097653,3153670,0,76
2097653,3155690,3,62
2097653,3159650,0,76
2097653,3161650,2,55
2097653,3163690,0,76
2097653,3169650,4,58
2097653,3173650,0,76
2097653,3181650,4,63
2097653,3185650,0,76
2097653,3187680,2,61
2097653,3189650,0,76
2097653,3191650,7,64
2097653,3197670,0,76
2097653,3203680,4,58
2097653,3209651,0,76
2097653,3211670,3,62
2097653,3215650,0,76
2097653,3217660,5,62
2097653,3219650,0,76
2097653,3221650,6,65
2097653,3223650,0,76
2097653,3225690,4,50
2097653,3229650,0,76
2097653,3231650,4,62
2097653,3239650,0,76
2097653,3241660,2,54
2097653,3243680,0,76
2097653,3245680,5,57
2097653,3247652,0,76
2097653,3249650,7,59
2097653,3251653,0,76
2097653,3257660,9,56
2097653,3263650,0,76
2097653,3267660,5,56
2097653,3271650,0,76
2097653,3273652,7,61
2097653,3277650,0,76
2097653,3279650,4,59
2097653,3281670,0,76
2097653,3283690,4,60
2097653,3289650,0,76
2097653,3291670,5,58
2097653,3293653,0,76
2097653,3297650,7,56
2097653,3301660,0,76
2097653,3311680,8,55
2097653,3313650,0,76
2097653,3315650,10,65
2097653,3317650,0,76
2097653,3319650,6,64
2097653,3321660,0,76
2097653,3323670,2,53
2097653,3327650,0,76
2097653,3335650,6,62
2097653,3337650,0,76
2097653,3339680,4,61
2097653,3341680,0,76
2097653,3343650,5,70
2097653,3345650,0,76
2097653,3347653,4,59
2097653,3357650,0,76
2097653,3361650,3,62
2097653,3363660,0,76
2097653,3365650,5,66
2097653,3367653,0,76
2097653,3371650,4,66
2097653,3373660,0,76
2097653,3375670,3,63
2097653,3377650,0,76
2097653,3381650,6,62
2097653,3385670,0,76
2097653,3387660,6,59
2097653,3389690,0,76
2097653,3391652,7,54
2097653,3399653,0,76
2097653,3401650,5,62
2097653,3403653,0,76
2097653,3405653,5,62
2097653,3407653,0,76
2097653,3409650,4,57
2097653,3411650,0,76
2097653,3415660,5,58
2097653,3417653,0,76
2097653,3419660,2,65
2097653,3421653,0,76
2097653,3427670,5,59
2097653,3429653,0,76
2097653,3431650,8,62
2097653,3433650,0,76
2097653,3435690,3,67
2097653,3437650,0,76
2097653,3439680,3,54
2097653,3441650,0,76
2097653,3443650,4,60
2097653,3445670,0,76
2097653,3447650,1,65
2097653,3453650,0,76
2097653,3455650,7,61
2097653,3477660,0,76
2097653,3481660,4,60
2097653,3483651,0,76
2097653,3485680,2,63
2097653,3487650,0,76
2097653,3489670,1,53
2097653,3491650,0,76
2097653,3495650,6,57
2097653,3497650,0,76
2097653,3499660,7,67
2097653,3501650,0,76
2097653,3503650,4,58
2097653,3509661,0,76
2097653,3511650,6,53
2097653,3515660,0,76
2097653,3517653,6,59
2097653,3519670,0,76
2097653,3523650,3,66
2097653,3525650,0,76
2097653,3527670,6,57
2097653,3529653,0,76
2097653,3531650,6,66
2097653,3535650,0,76
2097653,3537650,6,63
2097653,3551650,0,76
2097653,3561650,5,64
2103650,2105652,0,100
2103650,2107650,0,78
2103650,2109653,0,100
2103650,2113670,0,82
2103650,2115650,0,100
2103650,2117651,0,78
2103650,2119650,0,100
2103650,2123652,0,79
2103650,2125650,0,100
2103650,2127650,0,77
2103650,2129660,0,100
2103650,2131650,0,89
2103650,2133650,0,100
2103650,2137650,0,76
2103650,2139650,0,100
2103650,2143653,0,75
2103650,2145660,0,100
2103650,2147680,0,78
2103650,2149650,0,100
2103650,2151650,0,76
2103650,2153660,0,100
2103650,2155650,0,78
2103650,2157660,0,100
2103650,2159650,0,81
2103650,2161653,0,100
2103650,2163653,0,80
2103650,2165652,0,100
2103650,2167670,0,73
2103650,2169653,0,100
2103650,2171690,0,80
2103650,2173650,0,100
2103650,2177653,0,87
2103650,2179650,0,100
2103650,2181650,0,77
2103650,2183650,0,100
2103650,2185670,0,78
2103650,2187680,0,100
2103650,2189650,0,84
2103650,2193650,0,100
2103650,2195651,0,85
2103650,2197670,0,100
2103650,2199650,0,85
2103650,2201650,0,100
2103650,2203653,0,81
2103650,2205670,0,100
2103650,2207653,0,83
2103650,2215650,0,100
2103650,2219650,0,89
2103650,2221650,0,100
2103650,2223650,0,82
2103650,2225650,0,100
2103650,2227660,0,83
2103650,2229653,0,100
2103650,2231653,0,83
2103650,2239650,0,100
2103650,2241650,0,71
2103650,2243651,0,100
2103650,2253660,0,82
2103650,2255653,0,100
2103650,2257660,0,76
2103650,2261650,0,100
2103650,2265651,0,77
2103650,2267653,0,100
2103650,2271650,0,79
2103650,2277650,0,100
2103650,2279650,0,83
2103650,2281651,0,100
2103650,2283670,0,82
2103650,2285653,0,100
2103650,2287660,0,80
2103650,2289650,0,100
2103650,2291653,0,79
2103650,2293650,0,100
2103650,2295650,0,86
2103650,2297650,0,100
2103650,2301650,0,84
2103650,2305651,0,100
2103650,2307650,0,78
2103650,2309650,0,100
2103650,2313680,0,79
2103650,2315650,0,100
2103650,2321650,0,83
2103650,2325660,0,100
2103650,2327650,0,84
2103650,2329650,0,100
2103650,2335650,0,84
2103650,2337650,0,100
2103650,2339651,0,73
2103650,2341650,0,100
2103650,2343650,0,82
2103650,2349653,0,100
2103650,2353670,0,77
2103650,2355653,0,100
2103650,2359650,0,79
2103650,2365651,0,100
2103650,2367650,0,86
2103650,2373690,0,100
2103650,2375650,0,77
2103650,2379653,0,100
2103650,2389650,0,80
2103650,2393650,0,100
2103650,2395670,0,75
2103650,2399670,0,100
2103650,2405680,0,76
2103650,2409670,0,100
2103650,2411660,0,85
2103650,2413660,0,100
2103650,2419660,0,78
2103650,2421651,0,100
2103650,2427660,0,82
2103650,2431660,0,100
2103650,2433650,0,80
2103650,2435680,0,100
2103650,2437680,0,83
2103650,2447651,0,100
2103650,2449650,0,78
2103650,2453653,0,100
2103650,2455650,0,81
2103650,2457670,0,100
2103650,2461651,0,89
2103650,2463651,0,100
2103650,2465680,0,85
2103650,2471651,0,100
2103650,2473660,0,79
2103650,2475653,0,100
2103650,2487651,0,84
2103650,2491670,0,100
2103650,2493651,0,84
2103650,2495653,0,100
2103650,2499660,0,77
2103650,2503650,0,100
2103650,2505651,0,77
2103650,2507651,0,100
2103650,2511650,0,81
2103650,2513680,0,100
2103650,2517650,0,73
2103650,2519650,0,100
2103650,2523653,0,77
2103650,2525651,0,100
2103650,2527670,0,78
2103650,2529680,0,100
2103650,2531651,0,84
2103650,2535652,0,100
2103650,2537670,0,84
2103650,2539660,0,100
2103650,2541670,0,85
2103650,2543653,0,100
2103650,2545651,0,85
2103650,2547670,0,100
2103650,2551650,0,83
2103650,2555653,0,100
2103650,2559650,0,77
2103650,2565650,0,100
2103650,2567653,0,83
2103650,2571650,0,100
2103650,2575653,0,82
2103650,2579680,0,100
2103650,2581651,0,81
2103650,2583650,0,100
2103650,2587650,0,78
2103650,2589650,0,100
2103650,2597670,0,84
2103650,2599650,0,100
2103650,2603650,0,76
2103650,2611670,0,100
2103650,2613650,0,79
2103650,2617653,0,100
2103650,2619653,0,72
2103650,2625653,0,100
2103650,2629651,0,82
2103650,2633670,0,100
2103650,2637651,0,84
2103650,2639690,0,100
2103650,2641650,0,82
2103650,2643651,0,100
2103650,2647650,0,77
2103650,2657651,0,100
2103650,2665650,0,71
2103650,2667653,0,100
2103650,2669660,0,79
2103650,2671660,0,100
2103650,2675680,0,81
2103650,2677650,0,100
2103650,2679660,0,82
2103650,2681650,0,100
2103650,2695652,0,80
2103650,2703653,0,100
2103650,2705653,0,86
2103650,2709650,0,100
2103650,2713651,0,77
2103650,2717652,0,100
2103650,2719650,0,85
2103650,2725650,0,100
2103650,2727653,0,74
2103650,2731670,0,100
2103650,2733650,0,76
2103650,2739651,0,100
2103650,2743650,0,84
2103650,2751650,0,100
2103650,2757652,0,77
2103650,2767650,0,100
2103650,2769660,0,76
2103650,2771670,0,100
2103650,2773651,0,87
2103650,2775653,0,100
2103650,2777670,0,76
2103650,2779670,0,100
2103650,2785650,0,84
2103650,2787660,0,100
2103650,2795690,0,87
2103650,2799653,0,100
2103650,2801653,0,87
2103650,2803670,0,100
2103650,2805660,0,79
2103650,2807650,0,100
2103650,2811650,0,82
2103650,2815650,0,100
2103650,2817670,0,78
2103650,2823650,0,100
2103650,2827650,0,83
2103650,2829660,0,100
2103650,2831680,0,77
2103650,2835650,0,100
2103650,2837680,0,81
2103650,2841680,0,100
2103650,2843670,0,82
2103650,2849650,0,100
2103650,2853660,0,81
2103650,2855690,0,100
2103650,2857650,0,73
2103650,2859650,0,100
2103650,2861650,0,85
2103650,2863680,0,100
2103650,2871650,0,79
2103650,2873653,0,100
2103650,2879660,0,79
2103650,2883650,0,100
2103650,2887670,0,78
2103650,2889660,0,100
2103650,2893660,0,86
2103650,2895650,0,100
2103650,2901651,0,83
2103650,2903653,0,100
2103650,2905650,0,77
2103650,2907653,0,100
2103650,2909653,0,79
2103650,2911680,0,100
2103650,2913650,0,85
2103650,2915650,0,100
2103650,2917650,0,84
2103650,2921652,0,100
2103650,2923650,0,82
2103650,2929650,0,100
2103650,2931650,0,80
2103650,2933652,0,100
2103650,2935650,0,80
2103650,2937653,0,100
2103650,2939650,0,78
2103650,2943650,0,100
2103650,2945660,0,84
2103650,2955670,0,100
2103650,2957680,0,80
2103650,2959660,0,100
2103650,2961650,0,78
2103650,2963670,0,100
2103650,2965650,0,80
2103650,2967680,0,100
2103650,2969650,0,74
2103650,2971660,0,100
2103650,2981651,0,78
2103650,2987670,0,100
2103650,2991650,0,84
2103650,2993690,0,100
2103650,2995660,0,81
2103650,2997651,0,100
2103650,2999650,0,80
2103650,3001670,0,100
2103650,3005653,0,76
2103650,3009670,0,100
2103650,3011651,0,79
2103650,3013653,0,100
2103650,3015650,0,79
2103650,3021690,0,100
2103650,3023652,0,83
2103650,3025650,0,100
2103650,3031650,0,84
2103650,3033660,0,100
2103650,3043652,0,84
2103650,3047652,0,100
2103650,3049660,0,82
2103650,3051650,0,100
2103650,3053650,0,76
2103650,3061660,0,100
2103650,3063660,0,83
2103650,3065652,0,100
2103650,3069660,0,78
2103650,3073680,0,100
2103650,3075653,0,74
2103650,3081660,0,100
2103650,3085650,0,76
2103650,3087661,0,100
2103650,3089650,0,80
2103650,3091650,0,100
2103650,3095670,0,83
2103650,3099680,0,100
2103650,3101650,0,79
2103650,3103670,0,100
2103650,3105660,0,80
2103650,3109650,0,100
2103650,3111650,0,90
2103650,3113650,0,100
2103650,3117652,0,78
2103650,3119660,0,100
2103650,3123653,0,79
2103650,3125660,0,100
2103650,3127690,0,75
2103650,3129670,0,100
2103650,3131650,0,75
2103650,3133652,0,100
2103650,3135660,0,83
2103650,3137650,0,100
2103650,3139650,0,82
2103650,3141652,0,100
2103650,3143650,0,80
2103650,3145650,0,100
2103650,3149653,0,87
2103650,3153670,0,100
2103650,3155690,0,83
2103650,3159650,0,100
2103650,3161650,0,77
2103650,3163690,0,100
2103650,3169650,0,78
2103650,3173650,0,100
2103650,3181650,0,83
2103650,3185650,0,100
2103650,3187680,0,83
2103650,3189650,0,100
2103650,3191650,0,81
2103650,3197670,0,100
2103650,3203680,0,78
2103650,3209651,0,100
2103650,3211670,0,83
2103650,3215650,0,100
2103650,3217660,0,81
2103650,3219650,0,100
2103650,3221650,0,83
2103650,3223650,0,100
2103650,3225690,0,70
2103650,3229650,0,100
2103650,3231650,0,82
2103650,3239650,0,100
2103650,3241660,0,76
2103650,3243680,0,100
2103650,3245680,0,76
2103650,3247652,0,100
2103650,3249650,0,76
2103650,3251653,0,100
2103650,3257660,0,71
2103650,3263650,0,100
2103650,3267660,0,75
2103650,3271650,0,100
2103650,3273652,0,78
2103650,3277650,0,100
2103650,3279650,0,79
2103650,3281670,0,100
2103650,3283690,0,80
2103650,3289650,0,100
2103650,3291670,0,77
2103650,3293653,0,100
2103650,3297650,0,73
2103650,3301660,0,100
2103650,3311680,0,71
2103650,3313650,0,100
2103650,3315650,0,79
2103650,3317650,0,100
2103650,3319650,0,82
2103650,3321660,0,100
2103650,3323670,0,75
2103650,3327650,0,100
2103650,3335650,0,80
2103650,3337650,0,100
2103650,3339680,0,81
2103650,3341680,0,100
2103650,3343650,0,89
2103650,3345650,0,100
2103650,3347653,0,79
2103650,3357650,0,100
2103650,3361650,0,83
2103650,3363660,0,100
2103650,3365650,0,85
2103650,3367653,0,100
2103650,3371650,0,86
2103650,3373660,0,100
2103650,3375670,0,84
2103650,3377650,0,100
2103650,3381650,0,80
2103650,3385670,0,100
2103650,3387660,0,77
2103650,3389690,0,100
2103650,3391652,0,71
2103650,3399653,0,100
2103650,3401650,0,81
2103650,3403653,0,100
2103650,3405653,0,81
2103650,3407653,0,100
2103650,3409650,0,77
2103650,3411650,0,100
2103650,3415660,0,77
2103650,3417653,0,100
2103650,3419660,0,87
2103650,3421653,0,100
2103650,3427670,0,78
2103650,3429653,0,100
2103650,3431650,0,78
2103650,3433650,0,100
2103650,3435690,0,88
2103650,3437650,0,100
2103650,3439680,0,75
2103650,3441650,0,100
2103650,3443650,0,80
2103650,3445670,0,100
2103650,3447650,0,88
2103650,3453650,0,100
2103650,3455650,0,78
2103650,3477660,0,100
2103650,3481660,0,80
2103650,3483651,0,100
2103650,3485680,0,85
2103650,3487650,0,100
2103650,3489670,0,76
2103650,3491650,0,100
2103650,3495650,0,75
2103650,3497650,0,100
2103650,3499660,0,84
2103650,3501650,0,100
2103650,3503650,0,78
2103650,3509661,0,100
2103650,3511650,0,71
2103650,3515660,0,100
2103650,3517653,0,77
2103650,3519670,0,100
2103650,3523650,0,87
2103650,3525650,0,100
2103650,3527670,0,75
2103650,3529653,0,100
2103650,3531650,0,84
2103650,3535650,0,100
2103650,3537650,0,81
2103650,3551650,0,100
2103650,3561650,0,83
2105652,2107650,4,65
2105652,2109653,0,83
2105652,2113670,2,67
2105652,2115650,0,83
2105652,2117651,5,66
2105652,2119650,0,83
2105652,2123652,3,65
2105652,2125650,0,83
2105652,2127650,3,63
2105652,2129660,0,83
2105652,2131650,2,74
2105652,2133650,0,83
2105652,2137650,9,68
2105652,2139650,0,83
2105652,2143653,5,63
2105652,2145660,0,83
2105652,2147680,3,64
2105652,2149650,0,83
2105652,2151650,3,62
2105652,2153660,0,83
2105652,2155650,2,63
2105652,2157660,0,83
2105652,2159650,2,66
2105652,2161653,0,83
2105652,2163653,4,67
2105652,2165652,0,83
2105652,2167670,5,61
2105652,2169653,0,83
2105652,2171690,3,66
2105652,2173650,0,83
2105652,2177653,2,72
2105652,2179650,0,83
2105652,2181650,3,63
2105652,2183650,0,83
2105652,2185670,4,65
2105652,2187680,0,83
2105652,2189650,1,68
2105652,2193650,0,83
2105652,2195651,0,68
2105652,2197670,0,83
2105652,2199650,1,69
2105652,2201650,0,83
2105652,2203653,0,64
2105652,2205670,0,83
2105652,2207653,4,70
2105652,2215650,0,83
2105652,2219650,1,73
2105652,2221650,0,83
2105652,2223650,1,66
2105652,2225650,0,83
2105652,2227660,4,70
2105652,2229653,0,83
2105652,2231653,7,73
2105652,2239650,0,83
2105652,2241650,5,59
2105652,2243651,0,83
2105652,2253660,4,69
2105652,2255653,0,83
2105652,2257660,3,62
2105652,2261650,0,83
2105652,2265651,2,62
2105652,2267653,0,83
2105652,2271650,3,65
2105652,2277650,0,83
2105652,2279650,2,68
2105652,2281651,0,83
2105652,2283670,1,66
2105652,2285653,0,83
2105652,2287660,3,66
2105652,2289650,0,83
2105652,2291653,4,66
2105652,2293650,0,83
2105652,2295650,3,72
2105652,2297650,0,83
2105652,2301650,3,70
2105652,2305651,0,83
2105652,2307650,1,62
2105652,2309650,0,83
2105652,2313680,4,66
2105652,2315650,0,83
2105652,2321650,2,68
2105652,2325660,0,83
2105652,2327650,4,71
2105652,2329650,0,83
2105652,2335650,2,69
2105652,2337650,0,83
2105652,2339651,4,60
2105652,2341650,0,83
2105652,2343650,4,69
2105652,2349653,0,83
2105652,2353670,5,65
2105652,2355653,0,83
2105652,2359650,4,66
2105652,2365651,0,83
2105652,2367650,1,70
2105652,2373690,0,83
2105652,2375650,3,63
2105652,2379653,0,83
2105652,2389650,2,65
2105652,2393650,0,83
2105652,2395670,5,63
2105652,2399670,0,83
2105652,2405680,4,63
2105652,2409670,0,83
2105652,2411660,3,71
2105652,2413660,0,83
2105652,2419660,2,63
2105652,2421651,0,83
2105652,2427660,6,71
2105652,2431660,0,83
2105652,2433650,3,66
2105652,2435680,0,83
2105652,2437680,2,68
2105652,2447651,0,83
2105652,2449650,4,65
2105652,2453653,0,83
2105652,2455650,2,66
2105652,2457670,0,83
2105652,2461651,1,73
2105652,2463651,0,83
2105652,2465680,2,70
2105652,2471651,0,83
2105652,2473660,3,65
2105652,2475653,0,83
2105652,2487651,0,67
2105652,2491670,0,83
2105652,2493651,2,69
2105652,2495653,0,83
2105652,2499660,6,66
2105652,2503650,0,83
2105652,2505651,4,64
2105652,2507651,0,83
2105652,2511650,2,66
2105652,2513680,0,83
2105652,2517650,3,59
2105652,2519650,0,83
2105652,2523653,6,66
2105652,2525651,0,83
2105652,2527670,3,64
2105652,2529680,0,83
2105652,2531651,6,73
2105652,2535652,0,83
