cv_metric_AUC,Accuracy,Kappa,Mean_F1,Mean_Sensitivity,Mean_Specificity,Mean_Pos_Pred_Value,Mean_Neg_Pred_Value,Mean_Precision,Mean_Recall,Mean_Detection_Rate,Mean_Balanced_Accuracy,method,seed
0.571054326930505,0.622448979591837,0.228838792003403,NA,NA,0.806607744107744,NA,NA,NA,NA,0.155612244897959,NA,glmnet,2021
