mtry,AUC,split,algorithm
137,0.6940898329754066,split_45,opticlust
274,0.6973072658180912,split_45,opticlust
350,0.6976704085992068,split_45,opticlust
68,0.6968376165026797,split_46,opticlust
137,0.7023951377327027,split_46,opticlust
274,0.7054158866852058,split_46,opticlust
350,0.7049464822719763,split_46,opticlust
68,0.7019272703480864,split_47,opticlust
137,0.7056840100673428,split_47,opticlust
274,0.7071708299854418,split_47,opticlust
350,0.7066406744587191,split_47,opticlust
68,0.6975095759454887,split_48,opticlust
137,0.70159665853322,split_48,opticlust
274,0.7036453485966718,split_48,opticlust
350,0.7030329491484516,split_48,opticlust
68,0.6837210159008286,split_49,opticlust
137,0.6874383017361061,split_49,opticlust
274,0.6896573805071831,split_49,opticlust
350,0.6895979793110192,split_49,opticlust
68,0.6804998104826655,split_50,opticlust
137,0.6852378872506599,split_50,opticlust
274,0.6885298645666798,split_50,opticlust
350,0.6890939617676815,split_50,opticlust
68,0.6650613075742298,split_51,opticlust
137,0.6685302177881669,split_51,opticlust
274,0.6714262699103312,split_51,opticlust
350,0.6700977085131489,split_51,opticlust
68,0.6594925976232053,split_52,opticlust
137,0.6616214988586175,split_52,opticlust
274,0.662245052675292,split_52,opticlust
350,0.6606368990806829,split_52,opticlust
68,0.683174627532729,split_53,opticlust
137,0.6868313979203281,split_53,opticlust
274,0.6884978984993245,split_53,opticlust
350,0.6894832183974987,split_53,opticlust
68,0.6945968461902299,split_54,opticlust
137,0.699736499177214,split_54,opticlust
274,0.702849529064859,split_54,opticlust
350,0.7019944311609385,split_54,opticlust
68,0.7133353224367626,split_55,opticlust
137,0.7177631420254914,split_55,opticlust
274,0.719579998292925,split_55,opticlust
350,0.7190668050540282,split_55,opticlust
68,0.7154424942836464,split_56,opticlust
137,0.7201825028066875,split_56,opticlust
274,0.7215766803672757,split_56,opticlust
350,0.7213955772531367,split_56,opticlust
68,0.6940743352059543,split_57,opticlust
137,0.6955244170526947,split_57,opticlust
274,0.6967292815670061,split_57,opticlust
350,0.6961229885234693,split_57,opticlust
68,0.6914266000550076,split_58,opticlust
137,0.6932530178196155,split_58,opticlust
274,0.6938613072078166,split_58,opticlust
350,0.6925593054122143,split_58,opticlust
68,0.6976845001863746,split_59,opticlust
137,0.7017836648472489,split_59,opticlust
274,0.7024350217046074,split_59,opticlust
350,0.7014578201580164,split_59,opticlust
68,0.6854525035993398,split_60,opticlust
137,0.6889994374062116,split_60,opticlust
274,0.6896142543762643,split_60,opticlust
350,0.6890139671598626,split_60,opticlust
68,0.6894224158207822,split_61,opticlust
137,0.6952040415695956,split_61,opticlust
274,0.6986383348834121,split_61,opticlust
350,0.6981735423198521,split_61,opticlust
68,0.689594895193841,split_62,opticlust
137,0.6905723730922856,split_62,opticlust
274,0.6907814893824856,split_62,opticlust
350,0.6900095311399593,split_62,opticlust
68,0.6973287217712679,split_63,opticlust
137,0.7012756409425824,split_63,opticlust
274,0.702948163794796,split_63,opticlust
350,0.7024841469911811,split_63,opticlust
68,0.7022671081367223,split_64,opticlust
137,0.70545965708984,split_64,opticlust
274,0.7060633667958465,split_64,opticlust
350,0.7051764868285979,split_64,opticlust
68,0.6734119694107776,split_65,opticlust
137,0.678524682556309,split_65,opticlust
274,0.6798360812500391,split_65,opticlust
350,0.6792203975161809,split_65,opticlust
68,0.7005158236363507,split_66,opticlust
137,0.7035826288570197,split_66,opticlust
274,0.7061286440296923,split_66,opticlust
350,0.7059083911183816,split_66,opticlust
68,0.66179980917093,split_67,opticlust
137,0.6649062978986048,split_67,opticlust
274,0.6667228435378074,split_67,opticlust
350,0.6669711484738584,split_67,opticlust
68,0.687755982602766,split_68,opticlust
137,0.6928780696261123,split_68,opticlust
274,0.6949324557884017,split_68,opticlust
350,0.6954078396539208,split_68,opticlust
68,0.6837697021163143,split_69,opticlust
137,0.6880738207882259,split_69,opticlust
274,0.6898505320392865,split_69,opticlust
350,0.6910920839575063,split_69,opticlust
68,0.6729410169179303,split_70,opticlust
137,0.6766710765042574,split_70,opticlust
274,0.6773269045342387,split_70,opticlust
350,0.6785653360873661,split_70,opticlust
68,0.6841181699801769,split_71,opticlust
137,0.6866956476419852,split_71,opticlust
274,0.6861721397987152,split_71,opticlust
350,0.6838977837579198,split_71,opticlust
68,0.6787625232890753,split_72,opticlust
137,0.6836761006154434,split_72,opticlust
274,0.6854230655456842,split_72,opticlust
350,0.6850178731274063,split_72,opticlust
68,0.6896674604421695,split_73,opticlust
137,0.6920005769316367,split_73,opticlust
274,0.6932407420715658,split_73,opticlust
350,0.692679830341679,split_73,opticlust
68,0.6826274880730429,split_74,opticlust
137,0.6874631018277767,split_74,opticlust
274,0.6902971712898744,split_74,opticlust
350,0.6894716110554213,split_74,opticlust
68,0.6995479824213687,split_75,opticlust
137,0.7058183638064747,split_75,opticlust
274,0.7085132877456121,split_75,opticlust
350,0.7086427508791855,split_75,opticlust
68,0.6828320492581912,split_76,opticlust
137,0.6864385823739253,split_76,opticlust
274,0.6856387414029872,split_76,opticlust
350,0.6869260093869537,split_76,opticlust
68,0.7077565520455464,split_77,opticlust
137,0.712155970880323,split_77,opticlust
274,0.7149997015243497,split_77,opticlust
350,0.7153804127060203,split_77,opticlust
68,0.6991964939079072,split_78,opticlust
137,0.7052016267460417,split_78,opticlust
274,0.7080861507679509,split_78,opticlust
350,0.7086197416585944,split_78,opticlust
68,0.6862393055702507,split_79,opticlust
137,0.6902930800004106,split_79,opticlust
274,0.6917051264864265,split_79,opticlust
350,0.6922996861188667,split_79,opticlust
68,0.6668246418005641,split_80,opticlust
137,0.668639688477673,split_80,opticlust
274,0.6670770825824484,split_80,opticlust
350,0.6662495497044102,split_80,opticlust
68,0.6993611473511012,split_81,opticlust
137,0.7032410060906525,split_81,opticlust
274,0.7038591515855873,split_81,opticlust
350,0.7041976608038247,split_81,opticlust
68,0.6940138920594228,split_82,opticlust
137,0.7003354518373804,split_82,opticlust
274,0.7014415332193866,split_82,opticlust
350,0.7031828247575994,split_82,opticlust
68,0.6973323213328688,split_83,opticlust
137,0.70343434853754,split_83,opticlust
274,0.7075497391760244,split_83,opticlust
350,0.7089901546398609,split_83,opticlust
68,0.6882650850383837,split_84,opticlust
137,0.6916862319860343,split_84,opticlust
274,0.6921418789578947,split_84,opticlust
350,0.6915818684632771,split_84,opticlust
68,0.6731550783437312,split_85,opticlust
137,0.6760089257891956,split_85,opticlust
274,0.6783270144610344,split_85,opticlust
350,0.6786770121022904,split_85,opticlust
68,0.6826022985586633,split_86,opticlust
137,0.6867042697657189,split_86,opticlust
274,0.6899444336428256,split_86,opticlust
350,0.690525902351145,split_86,opticlust
68,0.6547778048396464,split_87,opticlust
137,0.6576624414621021,split_87,opticlust
274,0.6592383312845072,split_87,opticlust
350,0.6582761423977025,split_87,opticlust
68,0.7054654531485341,split_88,opticlust
137,0.7089526854553168,split_88,opticlust
274,0.7130612503095825,split_88,opticlust
350,0.7148845171920545,split_88,opticlust
68,0.6881244676004482,split_89,opticlust
137,0.6934274270049068,split_89,opticlust
274,0.6947403023632149,split_89,opticlust
350,0.6943810916678931,split_89,opticlust
68,0.6669402802555747,split_90,opticlust
137,0.6680914497869922,split_90,opticlust
274,0.6710774338706497,split_90,opticlust
350,0.6694452924192064,split_90,opticlust
68,0.6929825922695098,split_91,opticlust
137,0.6973425417060524,split_91,opticlust
274,0.7001760288127197,split_91,opticlust
350,0.6997792505473105,split_91,opticlust
68,0.695629322865344,split_92,opticlust
137,0.7020570355605152,split_92,opticlust
274,0.7050652888898052,split_92,opticlust
350,0.7050241804244264,split_92,opticlust
68,0.6797017592783595,split_93,opticlust
137,0.684286995978361,split_93,opticlust
274,0.6851800922370027,split_93,opticlust
350,0.6848543078052763,split_93,opticlust
68,0.6778817025033883,split_94,opticlust
137,0.6799610572966652,split_94,opticlust
274,0.6774197842466129,split_94,opticlust
350,0.6782566292499844,split_94,opticlust
68,0.6557671282505633,split_95,opticlust
137,0.6608388026744035,split_95,opticlust
274,0.6621104233296257,split_95,opticlust
350,0.6634259837488586,split_95,opticlust
68,0.6996423643688291,split_96,opticlust
137,0.7036736459468861,split_96,opticlust
274,0.7063011944689043,split_96,opticlust
350,0.7063553776008961,split_96,opticlust
68,0.6688613081704873,split_97,opticlust
137,0.6719917717516365,split_97,opticlust
274,0.6739002090205762,split_97,opticlust
350,0.6738753242610414,split_97,opticlust
68,0.6867940391971022,split_98,opticlust
137,0.6929713651531848,split_98,opticlust
274,0.6969293878062391,split_98,opticlust
350,0.6989020584525358,split_98,opticlust
68,0.6492753587239378,split_99,opticlust
137,0.65049398934247,split_99,opticlust
274,0.649555011995079,split_99,opticlust
350,0.6486580180035126,split_99,opticlust
68,0.6950028503252795,split_100,opticlust
137,0.6976174895959228,split_100,opticlust
274,0.6967380660925923,split_100,opticlust
350,0.6945620012415683,split_100,opticlust
68,0.683645969709303,split_1,optifit
137,0.6869735183038544,split_1,optifit
274,0.6862394156939259,split_1,optifit
350,0.6855902734570066,split_1,optifit
68,0.6874015144687132,split_2,optifit
137,0.6880850427463862,split_2,optifit
274,0.6880810535630382,split_2,optifit
350,0.686836726347524,split_2,optifit
68,0.7011459254598323,split_3,optifit
137,0.7010207638758219,split_3,optifit
274,0.7000099253172748,split_3,optifit
350,0.6988884200023785,split_3,optifit
68,0.6708925845457228,split_4,optifit
137,0.6767983047607158,split_4,optifit
274,0.6778599096956182,split_4,optifit
350,0.6788017094502767,split_4,optifit
68,0.6864583455996023,split_5,optifit
137,0.6889048402854551,split_5,optifit
274,0.6872430118649201,split_5,optifit
350,0.6873902189788546,split_5,optifit
68,0.6752261019664636,split_6,optifit
137,0.6809775974772867,split_6,optifit
274,0.6847856224130238,split_6,optifit
350,0.6853419126466347,split_6,optifit
68,0.7011368318316781,split_7,optifit
137,0.7024815405699134,split_7,optifit
274,0.702415724956062,split_7,optifit
350,0.7014594741785142,split_7,optifit
68,0.6875308907306237,split_8,optifit
137,0.6889216551273577,split_8,optifit
274,0.687895866908142,split_8,optifit
350,0.686169845867829,split_8,optifit
68,0.7111683846644354,split_9,optifit
137,0.716663582867385,split_9,optifit
274,0.7202610206256718,split_9,optifit
350,0.7209223559126742,split_9,optifit
68,0.6858178329446917,split_10,optifit
137,0.6874717981584638,split_10,optifit
274,0.686745616690372,split_10,optifit
350,0.6852703305010028,split_10,optifit
68,0.6860759658369883,split_11,optifit
137,0.6898784725186841,split_11,optifit
274,0.6913083718097917,split_11,optifit
350,0.6911667713262196,split_11,optifit
68,0.7022653655988036,split_12,optifit
137,0.7094927752985484,split_12,optifit
274,0.7159144840349145,split_12,optifit
350,0.7176138501789321,split_12,optifit
68,0.6850385682755334,split_13,optifit
137,0.6928146556589035,split_13,optifit
274,0.6982650959437586,split_13,optifit
350,0.6999021168129568,split_13,optifit
68,0.7089163835032887,split_14,optifit
137,0.7133109467043339,split_14,optifit
274,0.7159103906670758,split_14,optifit
350,0.7169257621916166,split_14,optifit
68,0.6865523260223163,split_15,optifit
137,0.6942726309414065,split_15,optifit
274,0.6998592772967348,split_15,optifit
350,0.702388985302708,split_15,optifit
68,0.6800057532903375,split_16,optifit
137,0.6812302439719483,split_16,optifit
274,0.6805510874492603,split_16,optifit
350,0.6776679540913043,split_16,optifit
68,0.6953725388868581,split_17,optifit
137,0.6975477388937018,split_17,optifit
274,0.6985079681685259,split_17,optifit
350,0.6972232803932569,split_17,optifit
68,0.6852235129178741,split_18,optifit
137,0.688793729689885,split_18,optifit
274,0.6895124496770967,split_18,optifit
350,0.6897372817671645,split_18,optifit
68,0.7043211020830912,split_19,optifit
137,0.7058152651282672,split_19,optifit
274,0.7077146230224797,split_19,optifit
350,0.7078854290713256,split_19,optifit
68,0.6839439421141553,split_20,optifit
137,0.6893963003174001,split_20,optifit
274,0.6908068039052931,split_20,optifit
350,0.6920647413170822,split_20,optifit
68,0.7033676053708322,split_21,optifit
137,0.7068689088052095,split_21,optifit
274,0.707972764257379,split_21,optifit
350,0.7081984484913909,split_21,optifit
68,0.6771326812143711,split_22,optifit
137,0.6836294544568433,split_22,optifit
274,0.6857281984262676,split_22,optifit
350,0.6860463570393697,split_22,optifit
68,0.6921033083639105,split_23,optifit
137,0.6966143173368418,split_23,optifit
274,0.6993057492968004,split_23,optifit
350,0.6983597031852926,split_23,optifit
68,0.6753236897157431,split_24,optifit
137,0.6779092474792672,split_24,optifit
274,0.6796342426162825,split_24,optifit
350,0.6776300091044809,split_24,optifit
68,0.6849032718543094,split_25,optifit
137,0.6884366192746237,split_25,optifit
274,0.6874857299890997,split_25,optifit
350,0.6887457200309248,split_25,optifit
68,0.7157739853125602,split_26,optifit
137,0.7200691001464038,split_26,optifit
274,0.7220917654855946,split_26,optifit
350,0.7223308215920208,split_26,optifit
68,0.7100061356835277,split_27,optifit
137,0.7110463359637496,split_27,optifit
274,0.7134430489639134,split_27,optifit
350,0.7131163391043615,split_27,optifit
68,0.6956112686165812,split_28,optifit
137,0.6976963714432902,split_28,optifit
274,0.696195109148333,split_28,optifit
350,0.6970594317198933,split_28,optifit
68,0.7137439317158621,split_29,optifit
137,0.7165681891949327,split_29,optifit
274,0.7199528295446479,split_29,optifit
350,0.7205564554960295,split_29,optifit
68,0.7089546698930337,split_30,optifit
137,0.715730279238664,split_30,optifit
274,0.7187640353968168,split_30,optifit
350,0.7203368038063075,split_30,optifit
68,0.6900093810835131,split_31,optifit
137,0.6946415356770543,split_31,optifit
274,0.6963253025053984,split_31,optifit
350,0.6968856034313969,split_31,optifit
68,0.7036859730303802,split_32,optifit
137,0.7071169415179823,split_32,optifit
274,0.7092548204757563,split_32,optifit
350,0.7091155598807876,split_32,optifit
68,0.6881592370641596,split_33,optifit
137,0.6946198016607965,split_33,optifit
274,0.7001434400248758,split_33,optifit
350,0.7010736692029036,split_33,optifit
68,0.6930276474431155,split_34,optifit
137,0.6988471417552077,split_34,optifit
274,0.7007050502429074,split_34,optifit
350,0.7024090312310742,split_34,optifit
68,0.6842653151522065,split_35,optifit
137,0.6860047158448266,split_35,optifit
274,0.6863409128973634,split_35,optifit
350,0.6852302698734127,split_35,optifit
68,0.6796769185420438,split_36,optifit
137,0.6808707246912846,split_36,optifit
274,0.6789579765586712,split_36,optifit
350,0.6791585524895345,split_36,optifit
68,0.6768565442790188,split_37,optifit
137,0.6802719582052905,split_37,optifit
274,0.683979353585714,split_37,optifit
350,0.6829999706089168,split_37,optifit
68,0.7052614278282553,split_38,optifit
137,0.7081146460280521,split_38,optifit
274,0.7086464125743468,split_38,optifit
350,0.7088744568569321,split_38,optifit
68,0.6923336906716407,split_39,optifit
137,0.6937614514608695,split_39,optifit
274,0.6959233658312489,split_39,optifit
350,0.6970456490124789,split_39,optifit
68,0.7028127478126519,split_40,optifit
137,0.7082666294319648,split_40,optifit
274,0.7100407148935002,split_40,optifit
350,0.7106847494405859,split_40,optifit
68,0.6995259828806019,split_41,optifit
137,0.7057363941103102,split_41,optifit
274,0.710416536909885,split_41,optifit
350,0.7105486138103159,split_41,optifit
68,0.7036886554502568,split_42,optifit
137,0.7063584388071675,split_42,optifit
274,0.7068952159492463,split_42,optifit
350,0.7074114343607629,split_42,optifit
68,0.7084675691184315,split_43,optifit
137,0.7117093783807719,split_43,optifit
274,0.7133112704814799,split_43,optifit
350,0.7131067544028138,split_43,optifit
68,0.6913740481328372,split_44,optifit
137,0.6947282995932713,split_44,optifit
274,0.6955331927456384,split_44,optifit
350,0.6952909373180558,split_44,optifit
68,0.6864352828496291,split_45,optifit
137,0.6899457266864998,split_45,optifit
274,0.6915278217929897,split_45,optifit
350,0.6925920749008795,split_45,optifit
68,0.7022030762087731,split_46,optifit
137,0.7085822977569349,split_46,optifit
274,0.7118796338581569,split_46,optifit
350,0.7137206800383813,split_46,optifit
68,0.6935427690374832,split_47,optifit
137,0.695600297213475,split_47,optifit
274,0.6939340778216719,split_47,optifit
350,0.6932884818074936,split_47,optifit
68,0.7014644624758577,split_48,optifit
137,0.7035686685046451,split_48,optifit
274,0.7035382356992095,split_48,optifit
350,0.7028416767199628,split_48,optifit
68,0.6787305396077434,split_49,optifit
137,0.6814293479408425,split_49,optifit
274,0.68369733624629,split_49,optifit
350,0.6817860319103707,split_49,optifit
68,0.6762913225744296,split_50,optifit
137,0.6814479271067124,split_50,optifit
274,0.6845548852559807,split_50,optifit
350,0.6851976196366214,split_50,optifit
68,0.6750592004029587,split_51,optifit
137,0.6833382488159974,split_51,optifit
274,0.687493725726145,split_51,optifit
350,0.6876337099973401,split_51,optifit
68,0.6687793560988249,split_52,optifit
137,0.6726692208387386,split_52,optifit
274,0.6714626019609709,split_52,optifit
350,0.6713465588351154,split_52,optifit
68,0.68958159705213,split_53,optifit
137,0.6920294638607027,split_53,optifit
274,0.6931957349486415,split_53,optifit
350,0.6931105391578235,split_53,optifit
68,0.6904591582472518,split_54,optifit
137,0.6938567652633412,split_54,optifit
274,0.6945010342514683,split_54,optifit
350,0.6950118481309193,split_54,optifit
68,0.7149618588440638,split_55,optifit
137,0.7182200030161222,split_55,optifit
274,0.7199568107931069,split_55,optifit
350,0.7198185579061026,split_55,optifit
68,0.7179515328696302,split_56,optifit
137,0.7217079262666247,split_56,optifit
274,0.7238075941653781,split_56,optifit
350,0.722628349586619,split_56,optifit
68,0.6885169299526089,split_57,optifit
137,0.689484248579951,split_57,optifit
274,0.6882303619300129,split_57,optifit
350,0.6876375693557224,split_57,optifit
68,0.7006777067466268,split_58,optifit
137,0.7054549359878065,split_58,optifit
274,0.7068230697032736,split_58,optifit
350,0.7060930468749317,split_58,optifit
68,0.7072479731151984,split_59,optifit
137,0.7107374975356127,split_59,optifit
274,0.7120779310699048,split_59,optifit
350,0.7123006464743997,split_59,optifit
68,0.6779360455245037,split_60,optifit
137,0.6803216144868577,split_60,optifit
274,0.6795855555899109,split_60,optifit
350,0.679926688652638,split_60,optifit
68,0.6865918070769537,split_61,optifit
137,0.6905744361403182,split_61,optifit
274,0.6903525734155281,split_61,optifit
350,0.691234049434931,split_61,optifit
68,0.700567587858347,split_62,optifit
137,0.700846752710384,split_62,optifit
274,0.700111407217242,split_62,optifit
350,0.6990396078124411,split_62,optifit
68,0.6941188508816022,split_63,optifit
137,0.6992427863631507,split_63,optifit
274,0.7006106908594273,split_63,optifit
350,0.700173757233734,split_63,optifit
68,0.7187545224405221,split_64,optifit
137,0.7227044334920905,split_64,optifit
274,0.7240465607266259,split_64,optifit
350,0.723085396276389,split_64,optifit
68,0.6751264655917856,split_65,optifit
137,0.6817416239191313,split_65,optifit
274,0.6826338928631596,split_65,optifit
350,0.6828674683603848,split_65,optifit
68,0.7091303797840642,split_66,optifit
137,0.7116845856394636,split_66,optifit
274,0.7119386481864858,split_66,optifit
350,0.7114162859674347,split_66,optifit
68,0.6748302104862403,split_67,optifit
137,0.6764553781951651,split_67,optifit
274,0.677985809196621,split_67,optifit
350,0.6775420638958125,split_67,optifit
68,0.6840838566162718,split_68,optifit
137,0.6919146261701299,split_68,optifit
274,0.6953037676600078,split_68,optifit
350,0.6962775496363036,split_68,optifit
68,0.7028392302181883,split_69,optifit
137,0.7082287382538893,split_69,optifit
274,0.7129746145001633,split_69,optifit
350,0.7121009355103054,split_69,optifit
68,0.6631347732704888,split_70,optifit
137,0.6652040439953765,split_70,optifit
274,0.6648900443480127,split_70,optifit
350,0.6629830038207529,split_70,optifit
68,0.6988691894442809,split_71,optifit
137,0.7019606799449623,split_71,optifit
274,0.7029647728348293,split_71,optifit
350,0.7020946484670044,split_71,optifit
68,0.6700473279292926,split_72,optifit
137,0.6742743330678451,split_72,optifit
274,0.6770899323431867,split_72,optifit
350,0.6761893870463376,split_72,optifit
68,0.6858259337412786,split_73,optifit
137,0.6879023794551726,split_73,optifit
274,0.6902271737882335,split_73,optifit
350,0.6894833092929262,split_73,optifit
68,0.6878951321101509,split_74,optifit
137,0.6913240268861119,split_74,optifit
274,0.6907717514971793,split_74,optifit
350,0.6912406278707193,split_74,optifit
68,0.7125587280098442,split_75,optifit
137,0.7172029429670592,split_75,optifit
274,0.7215732229407665,split_75,optifit
350,0.7207429661555502,split_75,optifit
68,0.674504619402491,split_76,optifit
137,0.6763716447882149,split_76,optifit
274,0.676236786663111,split_76,optifit
350,0.6755183651961689,split_76,optifit
68,0.7116731497517519,split_77,optifit
137,0.7162129897552161,split_77,optifit
274,0.7196250658849719,split_77,optifit
350,0.7208435561097657,split_77,optifit
68,0.696768373756429,split_78,optifit
137,0.6996318121638452,split_78,optifit
274,0.6995679432596198,split_78,optifit
350,0.7000993855631723,split_78,optifit
68,0.6838248964714981,split_79,optifit
137,0.6867530959323312,split_79,optifit
274,0.684444275949589,split_79,optifit
350,0.6852676166944172,split_79,optifit
68,0.6809218856803929,split_80,optifit
