specificity,sensitivity,algorithm,split
0,1,opticlust_denovo,1
0.01,1,opticlust_denovo,1
0.02,1,opticlust_denovo,1
0.03,1,opticlust_denovo,1
0.04,1,opticlust_denovo,1
0.05,1,opticlust_denovo,1
0.06,1,opticlust_denovo,1
0.07,1,opticlust_denovo,1
0.08,0.975609756097561,opticlust_denovo,1
0.09,0.975609756097561,opticlust_denovo,1
0.1,0.975609756097561,opticlust_denovo,1
0.11,0.975609756097561,opticlust_denovo,1
0.12,0.975609756097561,opticlust_denovo,1
0.13,0.9512195121951219,opticlust_denovo,1
0.14,0.9512195121951219,opticlust_denovo,1
0.15,0.9512195121951219,opticlust_denovo,1
0.16,0.9512195121951219,opticlust_denovo,1
0.17,0.9512195121951219,opticlust_denovo,1
0.18,0.9512195121951219,opticlust_denovo,1
0.19,0.9512195121951219,opticlust_denovo,1
0.2,0.9512195121951219,opticlust_denovo,1
0.21,0.9512195121951219,opticlust_denovo,1
0.22,0.9512195121951219,opticlust_denovo,1
0.23,0.926829268292683,opticlust_denovo,1
0.24,0.926829268292683,opticlust_denovo,1
0.25,0.926829268292683,opticlust_denovo,1
0.26,0.926829268292683,opticlust_denovo,1
0.27,0.926829268292683,opticlust_denovo,1
0.28,0.926829268292683,opticlust_denovo,1
0.29,0.926829268292683,opticlust_denovo,1
0.3,0.926829268292683,opticlust_denovo,1
0.31,0.926829268292683,opticlust_denovo,1
0.32,0.926829268292683,opticlust_denovo,1
0.33,0.926829268292683,opticlust_denovo,1
0.34,0.926829268292683,opticlust_denovo,1
0.35000000000000003,0.926829268292683,opticlust_denovo,1
0.36,0.926829268292683,opticlust_denovo,1
0.37,0.926829268292683,opticlust_denovo,1
0.38,0.926829268292683,opticlust_denovo,1
0.39,0.926829268292683,opticlust_denovo,1
0.4,0.926829268292683,opticlust_denovo,1
0.41000000000000003,0.926829268292683,opticlust_denovo,1
0.42,0.926829268292683,opticlust_denovo,1
0.43,0.926829268292683,opticlust_denovo,1
0.44,0.9024390243902439,opticlust_denovo,1
0.45,0.9024390243902439,opticlust_denovo,1
0.46,0.9024390243902439,opticlust_denovo,1
0.47000000000000003,0.9024390243902439,opticlust_denovo,1
0.48,0.9024390243902439,opticlust_denovo,1
0.49,0.9024390243902439,opticlust_denovo,1
0.5,0.8536585365853658,opticlust_denovo,1
0.51,0.8292682926829268,opticlust_denovo,1
0.52,0.8292682926829268,opticlust_denovo,1
0.53,0.8292682926829268,opticlust_denovo,1
0.54,0.8292682926829268,opticlust_denovo,1
0.55,0.8292682926829268,opticlust_denovo,1
0.56,0.8292682926829268,opticlust_denovo,1
0.5700000000000001,0.7804878048780488,opticlust_denovo,1
0.58,0.7804878048780488,opticlust_denovo,1
0.59,0.7804878048780488,opticlust_denovo,1
0.6,0.7804878048780488,opticlust_denovo,1
0.61,0.7804878048780488,opticlust_denovo,1
0.62,0.7560975609756098,opticlust_denovo,1
0.63,0.7560975609756098,opticlust_denovo,1
0.64,0.7560975609756098,opticlust_denovo,1
0.65,0.7560975609756098,opticlust_denovo,1
0.66,0.7560975609756098,opticlust_denovo,1
0.67,0.7317073170731707,opticlust_denovo,1
0.68,0.7317073170731707,opticlust_denovo,1
0.6900000000000001,0.7317073170731707,opticlust_denovo,1
0.7000000000000001,0.7317073170731707,opticlust_denovo,1
0.71,0.6829268292682927,opticlust_denovo,1
0.72,0.6829268292682927,opticlust_denovo,1
0.73,0.6829268292682927,opticlust_denovo,1
0.74,0.6829268292682927,opticlust_denovo,1
0.75,0.6829268292682927,opticlust_denovo,1
0.76,0.6829268292682927,opticlust_denovo,1
0.77,0.6829268292682927,opticlust_denovo,1
0.78,0.6829268292682927,opticlust_denovo,1
0.79,0.6829268292682927,opticlust_denovo,1
0.8,0.6829268292682927,opticlust_denovo,1
0.81,0.6341463414634146,opticlust_denovo,1
0.8200000000000001,0.6341463414634146,opticlust_denovo,1
0.8300000000000001,0.6341463414634146,opticlust_denovo,1
0.84,0.6341463414634146,opticlust_denovo,1
0.85,0.5609756097560976,opticlust_denovo,1
0.86,0.5365853658536586,opticlust_denovo,1
0.87,0.5365853658536586,opticlust_denovo,1
0.88,0.5365853658536586,opticlust_denovo,1
0.89,0.5365853658536586,opticlust_denovo,1
0.9,0.5365853658536586,opticlust_denovo,1
0.91,0.5365853658536586,opticlust_denovo,1
0.92,0.4878048780487805,opticlust_denovo,1
0.93,0.4878048780487805,opticlust_denovo,1
0.9400000000000001,0.4878048780487805,opticlust_denovo,1
0.9500000000000001,0.4878048780487805,opticlust_denovo,1
0.96,0.4878048780487805,opticlust_denovo,1
0.97,0.36585365853658536,opticlust_denovo,1
0.98,0.36585365853658536,opticlust_denovo,1
0.99,0.2926829268292683,opticlust_denovo,1
1,0,opticlust_denovo,1
0,1,opticlust_denovo,2
0.01,1,opticlust_denovo,2
0.02,1,opticlust_denovo,2
0.03,1,opticlust_denovo,2
0.04,0.9761904761904762,opticlust_denovo,2
0.05,0.9761904761904762,opticlust_denovo,2
0.06,0.9523809523809523,opticlust_denovo,2
0.07,0.9523809523809523,opticlust_denovo,2
0.08,0.9285714285714286,opticlust_denovo,2
0.09,0.9285714285714286,opticlust_denovo,2
0.1,0.9285714285714286,opticlust_denovo,2
0.11,0.9285714285714286,opticlust_denovo,2
0.12,0.9285714285714286,opticlust_denovo,2
0.13,0.9285714285714286,opticlust_denovo,2
0.14,0.9285714285714286,opticlust_denovo,2
0.15,0.9285714285714286,opticlust_denovo,2
0.16,0.9285714285714286,opticlust_denovo,2
0.17,0.9285714285714286,opticlust_denovo,2
0.18,0.9285714285714286,opticlust_denovo,2
0.19,0.9285714285714286,opticlust_denovo,2
0.2,0.9285714285714286,opticlust_denovo,2
0.21,0.9285714285714286,opticlust_denovo,2
0.22,0.9047619047619048,opticlust_denovo,2
0.23,0.9047619047619048,opticlust_denovo,2
0.24,0.9047619047619048,opticlust_denovo,2
0.25,0.9047619047619048,opticlust_denovo,2
0.26,0.9047619047619048,opticlust_denovo,2
0.27,0.9047619047619048,opticlust_denovo,2
0.28,0.9047619047619048,opticlust_denovo,2
0.29,0.9047619047619048,opticlust_denovo,2
0.3,0.9047619047619048,opticlust_denovo,2
0.31,0.8809523809523809,opticlust_denovo,2
0.32,0.8809523809523809,opticlust_denovo,2
0.33,0.8809523809523809,opticlust_denovo,2
0.34,0.8571428571428571,opticlust_denovo,2
0.35000000000000003,0.8571428571428571,opticlust_denovo,2
0.36,0.8571428571428571,opticlust_denovo,2
0.37,0.8571428571428571,opticlust_denovo,2
0.38,0.8571428571428571,opticlust_denovo,2
0.39,0.8571428571428571,opticlust_denovo,2
0.4,0.8571428571428571,opticlust_denovo,2
0.41000000000000003,0.8571428571428571,opticlust_denovo,2
0.42,0.8571428571428571,opticlust_denovo,2
0.43,0.8571428571428571,opticlust_denovo,2
0.44,0.8571428571428571,opticlust_denovo,2
0.45,0.8571428571428571,opticlust_denovo,2
0.46,0.8571428571428571,opticlust_denovo,2
0.47000000000000003,0.8571428571428571,opticlust_denovo,2
0.48,0.8571428571428571,opticlust_denovo,2
0.49,0.8571428571428571,opticlust_denovo,2
