mcc
0.881
0.849
0.842
0.8309
0.8017
0.7938
0.8454
0.8615
0.8033
0.8206
0.8607
0.8599
0.7932
0.8146
0.8174
0.8192
0.8161
0.8364
0.8314
0.79
0.8364
0.6937
0.776
0.7928
0.8455
0.8647
0.9411
0.879
0.8244
0.8904
0.7703
0.8094
0.7811
0.7581
0.834
0.7794
0.8177
0.8343
0.8087
0.8537
0.8309
0.8001
0.8428
0.8243
0.8995
0.8045
0.8569
0.7739
0.8783
0.9135
0.8551
0.8646
0.8021
0.7501
0.852
0.8284
0.7982
0.8461
0.8417
0.8567
0.7132
0.8356
0.8089
0.8361
0.9055
0.7589
0.7913
0.8466
0.8554
0.8086
0.8456
0.8083
0.848
0.8758
0.8335
0.8144
0.8814
0.7859
0.8571
0.8759
0.8575
0.8122
0.8803
0.8627
0.8583
0.8732
0.798
0.8029
0.8547
0.8605
0.8451
0.7644
0.8345
0.8101
0.8529
0.8171
0.8516
0.7898
0.8284
0.849
0.7855
0.8
0.7521
0.7832
0.8602
0.822
0.7879
0.7479
0.8077
0.7972
0.8187
0.7552
0.7574
0.9044
0.7713
0.7262
0.9022
0.7507
0.7026
0.7989
0.8544
0.8439
0.8076
0.8203
0.8658
0.7972
0.7878
0.7954
0.8869
0.7584
0.7629
0.8366
0.8211
0.8967
0.7898
0.7806
0.8062
0.8537
0.7995
0.7773
0.8252
0.8122
0.8515
0.7744
0.8532
0.8214
0.7997
0.8543
0.8161
0.7613
0.7797
0.7918
0.8077
0.8149
0.7035
0.8332
0.8516
0.8589
0.7708
0.7763
0.8244
0.7219
0.7964
0.7718
0.7514
0.8657
0.8564
0.8885
0.7838
0.9063
0.877
0.6541
0.7654
0.8272
0.8239
0.7958
0.8196
0.8611
0.8447
0.8432
0.7582
0.7928
0.8114
0.8931
0.8135
0.8712
0.8036
0.8045
0.8419
0.7925
0.6802
0.8569
0.8411
0.726
0.8321
0.7723
0.8753
0.852
0.8322
0.824
0.8287
0.8207
0.8225
0.9456
0.873
0.7695
0.772
0.7254
0.7899
0.803
0.9372
0.8387
0.7791
0.8599
0.6615
0.8272
0.7855
0.8178
0.8127
0.875
0.7885
0.861
0.8165
0.8047
0.8141
0.8641
0.8499
0.7364
0.7064
0.7555
0.7975
0.8381
0.8654
0.7885
0.7625
0.8143
0.8642
0.779
0.8746
0.8753
0.8702
0.8925
0.7954
0.8241
0.7705
0.8569
0.8342
0.7393
0.7005
0.827
0.8405
0.7926
0.834
0.9049
0.8129
0.8256
0.8769
0.795
0.7551
0.7796
0.8459
0.8026
0.8296
0.8349
0.8324
0.8128
0.7906
0.865
0.8252
0.8518
0.8427
0.8105
0.8334
0.8409
0.8311
0.7198
0.8683
0.8517
0.7341
0.8556
0.8432
0.824
0.8066
0.8339
0.7969
0.8581
0.9033
0.7053
0.7651
0.8926
0.8586
0.9
0.791
0.8394
0.7441
0.7963
0.7647
0.8882
0.8612
0.8728
0.8881
0.8348
0.8318
0.8603
0.7624
0.8382
0.8742
0.8243
0.8443
0.78
0.7733
0.8623
0.7923
0.8091
0.7263
0.8399
0.7863
0.7947
0.7775
0.8319
0.8927
0.8797
0.812
0.7624
0.8427
0.847
0.8103
0.7433
0.8268
0.7368
0.8285
0.7975
0.8465
0.7526
0.8653
0.6618
0.8339
0.8012
0.7273
0.8611
0.8202
0.8558
0.8157
0.7182
0.8287
0.7177
0.7176
0.7892
0.8014
0.7397
0.8574
0.7863
0.8854
0.8329
0.8848
0.7874
0.8398
0.8318
0.8087
0.7481
0.8276
0.805
0.8952
0.8505
0.7166
0.8054
0.8194
0.8719
0.8448
0.8211
0.9579
0.8332
0.8455
0.8135
0.8112
0.7974
0.8421
0.8376
0.8163
0.8048
0.7934
0.8416
0.8522
0.8204
0.8431
0.8288
0.7726
0.7623
0.8047
0.7603
0.8213
0.8605
0.9333
0.8412
0.8121
0.8119
0.8895
0.7461
0.765
0.8216
0.7901
0.7878
0.7649
0.7769
0.7418
0.7337
0.7082
0.7259
0.7645
0.8395
0.8214
0.7818
0.7841
0.7479
0.7546
0.8269
0.8051
0.8134
0.8485
0.7917
0.8059
0.7763
0.8083
0.7893
0.729
0.8698
0.8031
0.8292
0.8989
0.7602
0.8199
0.8196
0.7845
0.7735
0.8975
0.7905
0.9008
0.7679
0.7376
0.8381
0.8014
0.8931
0.8446
0.8301
0.8196
0.8332
0.772
0.7838
0.8358
0.8774
0.8855
0.7806
0.9104
0.8077
0.8407
0.8003
0.7886
0.8682
0.8254
0.8381
0.877
0.8331
0.7631
0.864
0.8
0.8226
0.7331
0.7969
0.8063
0.7768
0.7764
0.7642
0.8036
0.87
0.8106
0.7911
0.786
0.7783
0.8262
0.8056
0.7998
0.8474
0.8933
0.7875
0.8353
0.8107
0.9277
0.7474
0.8143
0.7622
