iter	label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score
1	0.03	0.03	274	116	59835	7	73	0.6138	0.9999	0.9431	0.9988	0.9431	0.9987	0.7602	0.7436
1	0.03	0.03	288	146	67680	2	68	0.6822	1	0.9865	0.999	0.9865	0.999	0.8199	0.8066
1	0.03	0.03	293	214	86422	10	90	0.7039	0.9999	0.9554	0.999	0.9554	0.9988	0.8196	0.8106
1	0.03	0.03	314	93	74540	0	58	0.6159	1	1	0.9992	1	0.9992	0.7845	0.7623
1	0.03	0.03	214	119	43466	8	67	0.6398	0.9998	0.937	0.9985	0.937	0.9983	0.7735	0.7604
1	0.03	0.03	225	1090	115546	56	194	0.8489	0.9995	0.9511	0.9983	0.9511	0.9979	0.8975	0.8971
1	0.03	0.03	240	172	54012	3	98	0.637	0.9999	0.9829	0.9982	0.9829	0.9981	0.7905	0.773
1	0.03	0.03	283	197	78761	3	42	0.8243	1	0.985	0.9995	0.985	0.9994	0.9008	0.8975
1	0.03	0.03	277	135	65115	4	87	0.6081	0.9999	0.9712	0.9987	0.9712	0.9986	0.7679	0.7479
1	0.03	0.03	225	456	60615	32	322	0.5861	0.9995	0.9344	0.9947	0.9344	0.9942	0.7376	0.7204
1	0.03	0.03	232	187	50456	2	76	0.711	1	0.9894	0.9985	0.9894	0.9985	0.8381	0.8274
1	0.03	0.03	144	75	16175	3	37	0.6696	0.9998	0.9615	0.9977	0.9615	0.9975	0.8014	0.7895
1	0.03	0.03	191	262	37899	4	61	0.8111	0.9999	0.985	0.9984	0.985	0.9983	0.8931	0.8896
1	0.03	0.03	187	254	40689	9	89	0.7405	0.9998	0.9658	0.9978	0.9658	0.9976	0.8446	0.8383
1	0.03	0.03	132	117	16485	3	48	0.7091	0.9998	0.975	0.9971	0.975	0.9969	0.8301	0.8211
1	0.03	0.03	159	78	21000	2	35	0.6903	0.9999	0.975	0.9983	0.975	0.9982	0.8196	0.8083
1	0.03	0.03	194	278	43563	18	97	0.7413	0.9996	0.9392	0.9978	0.9392	0.9974	0.8332	0.8286
1	0.03	0.03	178	144	34477	3	92	0.6102	0.9999	0.9796	0.9973	0.9796	0.9973	0.772	0.752
1	0.03	0.03	195	146	36899	18	65	0.6919	0.9995	0.8902	0.9982	0.8902	0.9978	0.7838	0.7787
1	0.03	0.03	209	166	39385	3	67	0.7124	0.9999	0.9822	0.9983	0.9822	0.9982	0.8358	0.8259
1	0.03	0.03	191	452	54365	19	110	0.8043	0.9997	0.9597	0.998	0.9597	0.9977	0.8774	0.8751
1	0.03	0.03	139	148	19713	6	33	0.8177	0.9997	0.961	0.9983	0.961	0.998	0.8855	0.8836
1	0.03	0.03	127	129	18709	9	68	0.6548	0.9995	0.9348	0.9964	0.9348	0.9959	0.7806	0.7701
1	0.03	0.03	124	268	18208	19	33	0.8904	0.999	0.9338	0.9982	0.9338	0.9972	0.9104	0.9116
1	0.03	0.03	281	128	66600	2	65	0.6632	1	0.9846	0.999	0.9846	0.999	0.8077	0.7926
1	0.03	0.03	269	437	102674	17	157	0.7357	0.9998	0.9626	0.9985	0.9626	0.9983	0.8407	0.834
1	0.03	0.03	298	277	93972	19	127	0.6856	0.9998	0.9358	0.9987	0.9358	0.9985	0.8003	0.7914
1	0.03	0.03	296	221	88904	11	117	0.6538	0.9999	0.9526	0.9987	0.9526	0.9986	0.7886	0.7754
1	0.03	0.03	152	133	25476	4	38	0.7778	0.9998	0.9708	0.9985	0.9708	0.9984	0.8682	0.8636
1	0.03	0.03	277	137	66230	2	61	0.6919	1	0.9856	0.9991	0.9856	0.9991	0.8254	0.8131
1	0.03	0.03	211	346	58855	18	121	0.7409	0.9997	0.9505	0.9979	0.9505	0.9977	0.8381	0.8327
1	0.03	0.03	142	116	20760	2	32	0.7838	0.9999	0.9831	0.9985	0.9831	0.9984	0.877	0.8722
1	0.03	0.03	257	495	106249	20	189	0.7237	0.9998	0.9612	0.9982	0.9612	0.998	0.8331	0.8257
1	0.03	0.03	193	100	33760	2	68	0.5952	0.9999	0.9804	0.998	0.9804	0.9979	0.7631	0.7407
1	0.03	0.03	286	274	89736	9	81	0.7718	0.9999	0.9682	0.9991	0.9682	0.999	0.864	0.8589
1	0.03	0.03	252	134	53749	4	69	0.6601	0.9999	0.971	0.9987	0.971	0.9986	0.8	0.7859
1	0.03	0.03	205	113	37237	7	44	0.7197	0.9998	0.9417	0.9988	0.9417	0.9986	0.8226	0.8159
1	0.03	0.03	179	49	22275	0	42	0.5385	1	1	0.9981	1	0.9981	0.7331	0.7
1	0.03	0.03	310	180	81528	2	100	0.6429	1	0.989	0.9988	0.989	0.9988	0.7969	0.7792
1	0.03	0.03	276	137	66221	3	69	0.665	1	0.9786	0.999	0.9786	0.9989	0.8063	0.7919
1	0.03	0.03	148	80	19372	2	49	0.6202	0.9999	0.9756	0.9975	0.9756	0.9974	0.7768	0.7583
1	0.03	0.03	286	120	65506	3	74	0.6186	1	0.9756	0.9989	0.9756	0.9988	0.7764	0.7571
1	0.03	0.03	264	141	62951	3	95	0.5975	1	0.9792	0.9985	0.9792	0.9984	0.7642	0.7421
1	0.03	0.03	221	188	54657	3	98	0.6573	0.9999	0.9843	0.9982	0.9843	0.9982	0.8036	0.7883
1	0.03	0.03	232	207	61154	8	56	0.7871	0.9999	0.9628	0.9991	0.9628	0.999	0.87	0.8661
1	0.03	0.03	211	203	48523	7	95	0.6812	0.9999	0.9667	0.998	0.9667	0.9979	0.8106	0.7992
1	0.03	0.03	212	166	49509	7	88	0.6535	0.9999	0.9595	0.9982	0.9595	0.9981	0.7911	0.7775
1	0.03	0.03	108	122	12209	4	68	0.6421	0.9997	0.9683	0.9945	0.9683	0.9942	0.786	0.7722
1	0.03	0.03	174	90	25731	2	55	0.6207	0.9999	0.9783	0.9979	0.9783	0.9978	0.7783	0.7595
1	0.03	0.03	311	284	109335	11	116	0.71	0.9999	0.9627	0.9989	0.9627	0.9988	0.8262	0.8173
1	0.03	0.03	201	283	55181	10	137	0.6738	0.9998	0.9659	0.9975	0.9659	0.9974	0.8056	0.7938
1	0.03	0.03	262	90	53488	1	49	0.6475	1	0.989	0.9991	0.989	0.9991	0.7998	0.7826
1	0.03	0.03	182	154	33978	3	56	0.7333	0.9999	0.9809	0.9984	0.9809	0.9983	0.8474	0.8392
1	0.03	0.03	174	356	40885	10	77	0.8222	0.9998	0.9727	0.9981	0.9727	0.9979	0.8933	0.8911
1	0.03	0.03	192	154	38260	9	80	0.6581	0.9998	0.9448	0.9979	0.9448	0.9977	0.7875	0.7758
1	0.03	0.03	245	307	71954	8	121	0.7173	0.9999	0.9746	0.9983	0.9746	0.9982	0.8353	0.8264
1	0.03	0.03	220	125	43768	4	59	0.6793	0.9999	0.969	0.9987	0.969	0.9986	0.8107	0.7987
1	0.03	0.03	113	151	13686	1	23	0.8678	0.9999	0.9934	0.9983	0.9934	0.9983	0.9277	0.9264
1	0.03	0.03	246	101	48649	2	76	0.5706	1	0.9806	0.9984	0.9806	0.9984	0.7474	0.7214
1	0.03	0.03	268	188	70973	7	85	0.6886	0.9999	0.9641	0.9988	0.9641	0.9987	0.8143	0.8034
1	0.03	0.03	340	146	96771	3	100	0.5935	1	0.9799	0.999	0.9799	0.9989	0.7622	0.7392
