2003650,9994
2005650,9957
2007660,9994
2009650,9951
2013660,9999
2015650,9996
2017660,9993
2019651,9998
2023680,9991
2025653,9996
2027653,10000
2029650,9992
2031650,9996
2033650,9994
2035650,9968
2037653,9990
2039650,9992
2041650,9997
2043650,9990
2045653,9826
2049653,10000
2051660,9998
2055690,9996
2057650,9997
2059653,9998
2061650,9997
2063650,9999
2065651,9842
2067650,9951
2071650,9997
2073650,9996
2075650,9998
2077653,9997
2081660,9978
2083650,9995
2085653,10000
2087650,9996
2093650,9997
2097653,9995
2103650,9972
2105652,9999
2107650,9983
2109653,10000
2113670,9993
2115650,9987
2117651,9986
2119650,9995
2123652,9999
2125650,9984
2127650,9998
2129660,9990
2131650,9995
2133650,10000
2137650,10000
2139650,9991
2143653,9999
2145660,9968
2147680,10000
2149650,9998
2151650,9915
2153660,9998
2155650,9995
2157660,9991
2159650,9981
2161653,9990
2163653,9998
2165652,9964
2167670,10000
2169653,9995
2171690,10000
2173650,9992
2177653,9981
2179650,9990
2181650,9976
2183650,9978
2185670,9999
2187680,9978
2189650,10000
2193650,9922
2195651,9995
2197670,9901
2199650,9999
2201650,9994
2203653,10000
2205670,9988
2207653,9984
2215650,9996
2219650,9994
2221650,9993
2223650,9994
2225650,9921
2227660,9981
2229653,9998
2231653,9997
2239650,9994
2241650,9995
2243651,9996
2253660,9992
2255653,9988
2257660,9999
2261650,9600
2265651,9997
2267653,9997
2271650,9997
2277650,9994
2279650,9995
2281651,9983
2283670,9999
2285653,9944
2287660,9980
2289650,9993
2291653,9984
2293650,9998
2295650,9979
2297650,9990
2301650,9992
2305651,9987
2307650,9999
2309650,10000
2313680,9999
2315650,9970
2321650,9995
2325660,9998
2327650,9996
2329650,9996
2335650,9862
2337650,9985
2339651,9994
2341650,9988
2343650,9997
2349653,9998
2353670,9998
2355653,9996
2359650,9996
2365651,9996
2367650,9997
2373690,9995
2375650,9996
2379653,9970
2389650,9997
2393650,9998
2395670,9972
2399670,9637
2405680,9988
2409670,9995
2411660,9958
2413660,9996
2419660,9989
2421651,9988
2427660,9999
2431660,9987
2433650,9997
2435680,9986
2437680,9996
2447651,9998
2449650,9995
2453653,9996
2455650,9997
2457670,9995
2461651,9997
2463651,9883
2465680,9997
2471651,9957
2473660,9928
2475653,9990
2487651,9996
2491670,9980
2493651,9890
2495653,9996
2499660,9989
2503650,9984
2505651,9992
2507651,9999
2511650,9997
2513680,9953
2517650,9997
2519650,9965
2523653,9998
2525651,9990
2527670,9985
2529680,9924
2531651,9994
2535652,10000
2537670,9977
2539660,9988
2541670,9945
2543653,9993
2545651,9989
2547670,9980
2551650,9989
2555653,9999
2559650,10000
2565650,9992
2567653,10000
2571650,9993
2575653,9996
2579680,9992
2581651,9999
2583650,9996
2587650,9990
2589650,9994
2597670,10000
2599650,9985
2603650,9850
2611670,9996
2613650,9997
2617653,9998
2619653,9988
2625653,9999
2629651,9998
2633670,9990
2637651,10000
2639690,9907
2641650,9995
2643651,9998
2647650,9993
2657651,9999
2665650,9997
2667653,10000
2669660,9936
2671660,9994
2675680,9990
2677650,9997
2679660,9985
2681650,10000
2695652,9998
2703653,10000
2705653,10000
2709650,9998
2713651,10000
2717652,9975
2719650,9961
2725650,9996
2727653,10000
2731670,9754
2733650,9992
2739651,9343
2743650,9998
2751650,9988
2757652,9997
2767650,9985
2769660,9988
2771670,10000
2773651,10000
2775653,9997
2777670,9974
2779670,9987
2785650,9999
2787660,10000
2795690,9992
2799653,9998
2801653,9999
2803670,9987
2805660,9999
2807650,9988
2811650,9981
2815650,9993
2817670,9993
2823650,9998
2827650,9998
2829660,9983
2831680,9998
2835650,9945
2837680,9991
2841680,9998
2843670,9998
2849650,10000
2853660,9956
2855690,9992
2857650,9996
2859650,10000
2861650,9977
2863680,9993
2871650,9991
2873653,9994
2879660,9960
2883650,9987
2887670,10000
2889660,9995
2893660,9992
2895650,9976
2901651,10000
2903653,9999
2905650,9999
2907653,9992
2909653,9999
2911680,9995
2913650,9991
2915650,10000
2917650,9995
2921652,9994
2923650,9999
2929650,10000
2931650,9998
2933652,9999
2935650,9999
2937653,9994
2939650,9998
2943650,9959
2945660,9998
2955670,9997
2957680,10000
2959660,9986
2961650,9967
2963670,9764
2965650,9997
2967680,9986
2969650,9994
2971660,9989
2981651,10000
2987670,9920
2991650,9927
2993690,9984
2995660,9989
2997651,10000
2999650,9987
3001670,10000
3005653,9982
3009670,10000
3011651,9983
3013653,9956
3015650,9996
3021690,9978
3023652,10000
3025650,9997
3031650,9969
3033660,9923
3043652,9997
3047652,9999
3049660,9966
3051650,9986
3053650,10000
3061660,9997
3063660,9999
3065652,10000
3069660,10000
3073680,9998
3075653,9997
3081660,10000
3085650,9987
3087661,9996
3089650,9994
3091650,9886
3095670,9965
3099680,9994
3101650,9994
3103670,9997
3105660,9998
3109650,9985
3111650,9996
3113650,9969
3117652,10000
3119660,9992
3123653,9999
3125660,9997
3127690,9995
3129670,9996
3131650,9996
3133652,9931
3135660,9876
3137650,9998
3139650,9996
3141652,9982
3143650,9997
3145650,9996
3149653,9997
3153670,9997
3155690,9955
3159650,8975
3161650,9998
3163690,9995
3169650,9994
3173650,9962
3181650,9998
3185650,9981
3187680,9992
3189650,10000
3191650,9998
3197670,9993
3203680,9995
3209651,9955
3211670,10000
3215650,9996
3217660,9958
3219650,9993
3221650,9998
3223650,9998
3225690,9951
3229650,9996
3231650,9979
3239650,10000
3241660,9996
3243680,9950
3245680,9985
3247652,10000
3249650,9952
3251653,9999
3257660,9998
3263650,9997
3267660,10000
3271650,9979
3273652,9962
3277650,9996
3279650,9995
3281670,9998
3283690,9812
3289650,9757
3291670,9898
3293653,9996
3297650,9996
3301660,9892
3311680,10000
3313650,9995
3315650,10000
3317650,9996
3319650,9995
3321660,9995
3323670,9936
3327650,9994
3335650,9823
3337650,9996
3339680,9983
3341680,9998
3343650,10000
3345650,10000
3347653,9995
3357650,9997
3361650,9951
3363660,9994
3365650,9996
3367653,9968
3371650,9995
3373660,9179
3375670,9995
3377650,9994
3381650,9997
3385670,9988
3387660,10000
3389690,9965
3391652,9998
3399653,10000
3401650,9813
3403653,9990
3405653,9999
3407653,9994
3409650,9994
3411650,9998
3415660,9908
3417653,9995
3419660,9993
3421653,9999
3427670,10000
3429653,9998
3431650,9996
3433650,9997
3435690,9998
3437650,9995
3439680,10000
3441650,9973
3443650,9994
3445670,9996
3447650,9995
3453650,10000
3455650,9994
3477660,9994
3481660,9998
3483651,10000
3485680,9993
3487650,9962
3489670,9999
3491650,9984
3495650,9976
3497650,9967
3499660,9979
3501650,9997
3503650,9992
3509661,9999
3511650,9999
3515660,9781
3517653,10000
3519670,9992
3523650,9981
3525650,9999
3527670,9927
3529653,9998
3531650,9999
3535650,9999
3537650,9998
3551650,9985
3561650,9904
