label,cutoff,tp,tn,fp,fn,sensitivity,specificity,ppv,npv,fdr,accuracy,mcc,f1score,sample,type
0.03,0.03,150,64361,6,103,0.592885,0.999907,0.961538,0.998402,0.961538,0.998313,0.754351,0.733496,2613650,optifit_in
0.03,0.03,77,14569,1,59,0.566176,0.999931,0.987179,0.995967,0.987179,0.99592,0.746034,0.719626,2617653,optifit_in
0.03,0.03,97,19143,1,65,0.598765,0.999948,0.989796,0.996616,0.989796,0.996581,0.768491,0.746154,2619653,optifit_in
0.03,0.03,119,27329,8,39,0.753165,0.999707,0.937008,0.998575,0.937008,0.998291,0.83927,0.835088,2625653,optifit_in
0.03,0.03,191,64307,7,115,0.624183,0.999891,0.964646,0.998215,0.964646,0.998112,0.775175,0.757937,2629651,optifit_in
0.03,0.03,179,15700,6,46,0.795556,0.999618,0.967568,0.997079,0.967568,0.996736,0.87582,0.873171,2633670,optifit_in
0.03,0.03,243,28982,26,152,0.61519,0.999104,0.903346,0.994783,0.903346,0.993946,0.742775,0.731928,2637651,optifit_in
0.03,0.03,244,191986,13,267,0.477495,0.999932,0.949416,0.998611,0.949416,0.998546,0.672766,0.635417,2639690,optifit_in
0.03,0.03,398,180797,21,287,0.581022,0.999884,0.949881,0.998415,0.949881,0.998303,0.742206,0.721014,2641650,optifit_in
0.03,0.03,28,15692,1,32,0.466667,0.999936,0.965517,0.997965,0.965517,0.997905,0.670495,0.629213,2643651,optifit_in
0.03,0.03,1243,465934,105,746,0.624937,0.999775,0.922107,0.998401,0.922107,0.998182,0.758322,0.744981,2647650,optifit_in
0.03,0.03,136,49544,4,86,0.612613,0.999919,0.971429,0.998267,0.971429,0.998192,0.770694,0.751381,2657651,optifit_in
0.03,0.03,201,44126,0,224,0.472941,1,1,0.994949,1,0.994972,0.685968,0.642173,2665650,optifit_in
0.03,0.03,304,126687,13,256,0.542857,0.999897,0.958991,0.997983,0.958991,0.997886,0.720695,0.693273,2667653,optifit_in
0.03,0.03,661,344558,36,441,0.599819,0.999896,0.94835,0.998722,0.94835,0.99862,0.753639,0.734853,2669660,optifit_in
0.03,0.03,154,66905,10,92,0.626016,0.999851,0.939024,0.998627,0.939024,0.998481,0.766058,0.75122,2671660,optifit_in
0.03,0.03,207,59420,12,46,0.818182,0.999798,0.945205,0.999226,0.945205,0.999028,0.878935,0.877119,2675680,optifit_in
0.03,0.03,540,170989,20,442,0.549898,0.999883,0.964286,0.997422,0.964286,0.997314,0.727137,0.700389,2677650,optifit_in
0.03,0.03,399,260362,12,230,0.63434,0.999954,0.970803,0.999117,0.970803,0.999073,0.784356,0.767308,2679660,optifit_in
0.03,0.03,461,168823,21,348,0.569839,0.999876,0.956432,0.997943,0.956432,0.997825,0.737375,0.714175,2681650,optifit_in
0.03,0.03,398,37919,12,174,0.695804,0.999684,0.970732,0.995432,0.970732,0.995169,0.819729,0.810591,2695652,optifit_in
0.03,0.03,225,42085,9,167,0.57398,0.999786,0.961538,0.996048,0.961538,0.995857,0.741236,0.71885,2703653,optifit_in
0.03,0.03,269,33207,20,174,0.607223,0.999398,0.930796,0.994787,0.930796,0.994238,0.749319,0.734973,2705653,optifit_in
0.03,0.03,49,21229,0,43,0.532609,1,1,0.997979,1,0.997983,0.729062,0.695035,2709650,optifit_in
0.03,0.03,133,41638,7,127,0.511538,0.999832,0.95,0.996959,0.95,0.996802,0.695878,0.665,2713651,optifit_in
0.03,0.03,319,166608,11,393,0.448034,0.999934,0.966667,0.997647,0.966667,0.997586,0.657253,0.612284,2717652,optifit_in
0.03,0.03,542,156763,21,315,0.632439,0.999866,0.9627,0.997995,0.9627,0.997869,0.779392,0.76338,2719650,optifit_in
0.03,0.03,358,102591,16,320,0.528024,0.999844,0.957219,0.996891,0.957219,0.996747,0.709679,0.680608,2725650,optifit_in
0.03,0.03,433,118506,40,337,0.562338,0.999663,0.915433,0.997164,0.915433,0.99684,0.716157,0.696702,2727653,optifit_in
0.03,0.03,575,233183,41,471,0.549713,0.999824,0.933442,0.997984,0.933442,0.997814,0.715439,0.691937,2731670,optifit_in
0.03,0.03,308,136479,10,229,0.573557,0.999927,0.968553,0.998325,0.968553,0.998256,0.74464,0.720468,2733650,optifit_in
0.03,0.03,272,98312,25,181,0.600442,0.999746,0.915825,0.998162,0.915825,0.997915,0.740651,0.725333,2739651,optifit_in
0.03,0.03,225,40646,8,162,0.581395,0.999803,0.965665,0.99603,0.965665,0.995858,0.74762,0.725806,2743650,optifit_in
0.03,0.03,1038,184147,66,494,0.677546,0.999642,0.940217,0.997325,0.940217,0.996985,0.796801,0.787557,2751650,optifit_in
0.03,0.03,601,153153,45,491,0.550366,0.999706,0.930341,0.996804,0.930341,0.996526,0.714141,0.6916,2757652,optifit_in
0.03,0.03,941,613848,33,673,0.583024,0.999946,0.966119,0.998905,0.966119,0.998853,0.750053,0.727202,2767650,optifit_in
0.03,0.03,871,258100,71,518,0.62707,0.999725,0.924628,0.997997,0.924628,0.997731,0.760458,0.747319,2769660,optifit_in
0.03,0.03,112,32960,2,79,0.586387,0.999939,0.982456,0.997609,0.982456,0.997557,0.758049,0.734426,2771670,optifit_in
0.03,0.03,246,45640,9,161,0.604423,0.999803,0.964706,0.996485,0.964706,0.996309,0.762087,0.743202,2773651,optifit_in
0.03,0.03,134,43422,2,102,0.567797,0.999954,0.985294,0.997656,0.985294,0.997618,0.747041,0.72043,2775653,optifit_in
0.03,0.03,124,54026,3,132,0.484375,0.999944,0.976378,0.997563,0.976378,0.997513,0.686803,0.64752,2777670,optifit_in
0.03,0.03,290,149937,9,190,0.604167,0.99994,0.9699,0.998734,0.9699,0.998677,0.764956,0.744544,2779670,optifit_in
0.03,0.03,440,141463,18,390,0.53012,0.999873,0.960699,0.997251,0.960699,0.997133,0.712535,0.68323,2785650,optifit_in
0.03,0.03,75,32231,0,79,0.487013,1,1,0.997555,1,0.997561,0.697009,0.655022,2787660,optifit_in
0.03,0.03,347,166080,23,303,0.533846,0.999862,0.937838,0.998179,0.937838,0.998045,0.706795,0.680392,2795690,optifit_in
0.03,0.03,491,85873,26,346,0.586619,0.999697,0.94971,0.995987,0.94971,0.995711,0.744632,0.725258,2799653,optifit_in
0.03,0.03,139,57371,5,115,0.547244,0.999913,0.965278,0.998,0.965278,0.997918,0.725992,0.698492,2801653,optifit_in
0.03,0.03,639,338785,26,450,0.586777,0.999923,0.960902,0.998673,0.960902,0.9986,0.750322,0.72862,2803670,optifit_in
0.03,0.03,322,41163,12,119,0.730159,0.999709,0.964072,0.997117,0.964072,0.996852,0.83758,0.830968,2805660,optifit_in
0.03,0.03,701,375790,40,615,0.532675,0.999894,0.946019,0.998366,0.946019,0.998263,0.709189,0.681575,2807650,optifit_in
0.03,0.03,508,308289,52,442,0.534737,0.999831,0.907143,0.998568,0.907143,0.998403,0.695819,0.672848,2811650,optifit_in
0.03,0.03,104,27819,2,41,0.717241,0.999928,0.981132,0.998528,0.981132,0.998462,0.838202,0.828685,2815650,optifit_in
0.03,0.03,699,356070,44,622,0.529145,0.999876,0.940781,0.998256,0.940781,0.998137,0.704819,0.677326,2817670,optifit_in
0.03,0.03,95,21600,4,37,0.719697,0.999815,0.959596,0.99829,0.959596,0.998114,0.830187,0.822511,2823650,optifit_in
0.03,0.03,98,49271,2,84,0.538462,0.999959,0.98,0.998298,0.98,0.998261,0.725766,0.695035,2827650,optifit_in
0.03,0.03,310,175495,14,302,0.506536,0.99992,0.95679,0.998282,0.95679,0.998206,0.695487,0.662393,2829660,optifit_in
0.03,0.03,358,167223,15,314,0.532738,0.99991,0.959786,0.998126,0.959786,0.998041,0.714304,0.685167,2831680,optifit_in
0.03,0.03,894,608087,87,892,0.50056,0.999857,0.911315,0.998535,0.911315,0.998395,0.674762,0.646187,2835650,optifit_in
0.03,0.03,445,203772,30,233,0.656342,0.999853,0.936842,0.998858,0.936842,0.998714,0.783583,0.771899,2837680,optifit_in
0.03,0.03,355,149239,8,276,0.562599,0.999946,0.977961,0.998154,0.977961,0.998105,0.741019,0.714286,2841680,optifit_in
0.03,0.03,165,73634,12,109,0.60219,0.999837,0.932203,0.998522,0.932203,0.998363,0.748546,0.731707,2843670,optifit_in
0.03,0.03,272,94700,10,284,0.489209,0.999894,0.964539,0.99701,0.964539,0.996914,0.685782,0.649165,2849650,optifit_in
0.03,0.03,1315,1037410,132,1545,0.45979,0.999873,0.908777,0.998513,0.908777,0.998388,0.645792,0.610634,2853660,optifit_in
0.03,0.03,1029,406215,85,827,0.554418,0.999791,0.923698,0.997968,0.923698,0.997766,0.7147,0.692929,2855690,optifit_in
0.03,0.03,358,36553,11,206,0.634752,0.999699,0.97019,0.994396,0.97019,0.994155,0.782293,0.767417,2857650,optifit_in
0.03,0.03,237,32786,0,130,0.645777,1,1,0.996051,1,0.996079,0.802014,0.784768,2859650,optifit_in
0.03,0.03,1146,1072880,86,1202,0.488075,0.99992,0.930195,0.998881,0.930195,0.998802,0.673338,0.640223,2861650,optifit_in
0.03,0.03,861,411009,74,742,0.537118,0.99982,0.920856,0.998198,0.920856,0.998023,0.702478,0.678487,2863680,optifit_in
0.03,0.03,466,201064,35,365,0.56077,0.999826,0.93014,0.998188,0.93014,0.998019,0.721399,0.6997,2871650,optifit_in
0.03,0.03,602,186555,31,390,0.606855,0.999834,0.951027,0.997914,0.951027,0.997756,0.758757,0.740923,2873653,optifit_in
0.03,0.03,54,46569,0,42,0.5625,1,1,0.999099,1,0.9991,0.749662,0.72,2879660,optifit_in
0.03,0.03,518,197996,18,233,0.689747,0.999909,0.966418,0.998825,0.966418,0.998737,0.815895,0.804973,2883650,optifit_in
0.03,0.03,174,38531,5,71,0.710204,0.99987,0.972067,0.998161,0.972067,0.99804,0.83002,0.820755,2887670,optifit_in
0.03,0.03,277,149885,15,249,0.526616,0.9999,0.94863,0.998341,0.94863,0.998245,0.706113,0.677262,2889660,optifit_in
0.03,0.03,482,267459,20,317,0.603254,0.999925,0.960159,0.998816,0.960159,0.998744,0.760549,0.740968,2893660,optifit_in
0.03,0.03,181,103390,5,164,0.524638,0.999952,0.973118,0.998416,0.973118,0.998371,0.713902,0.681733,2895650,optifit_in
0.03,0.03,67,12140,1,38,0.638095,0.999918,0.985294,0.99688,0.985294,0.996815,0.791606,0.774566,2901651,optifit_in
0.03,0.03,78,36168,4,65,0.545455,0.999889,0.95122,0.998206,0.95122,0.9981,0.719558,0.693333,2903653,optifit_in
0.03,0.03,421,125569,29,234,0.642748,0.999769,0.935556,0.99814,0.935556,0.997917,0.774542,0.761991,2905650,optifit_in
0.03,0.03,455,96146,12,407,0.527842,0.999875,0.974304,0.995785,0.974304,0.995681,0.715495,0.684725,2907653,optifit_in
0.03,0.03,248,100183,6,139,0.640827,0.99994,0.976378,0.998614,0.976378,0.998558,0.790407,0.773791,2909653,optifit_in
0.03,0.03,206,69843,13,63,0.765799,0.999814,0.940639,0.999099,0.940639,0.998916,0.848219,0.844262,2911680,optifit_in
0.03,0.03,501,127252,15,503,0.499004,0.999882,0.97093,0.996063,0.97093,0.995962,0.694564,0.659211,2913650,optifit_in
0.03,0.03,136,55031,7,104,0.566667,0.999873,0.951049,0.998114,0.951049,0.997992,0.733306,0.710183,2915650,optifit_in
0.03,0.03,164,26328,8,65,0.716157,0.999696,0.953488,0.997537,0.953488,0.997252,0.825103,0.817955,2917650,optifit_in
0.03,0.03,470,166511,20,330,0.5875,0.99988,0.959184,0.998022,0.959184,0.997908,0.749829,0.728682,2921652,optifit_in
0.03,0.03,218,49171,4,62,0.778571,0.999919,0.981982,0.998741,0.981982,0.998665,0.873775,0.868526,2923650,optifit_in
0.03,0.03,203,71248,4,176,0.53562,0.999944,0.980676,0.997536,0.980676,0.997487,0.723806,0.692833,2929650,optifit_in
0.03,0.03,312,80899,18,177,0.638037,0.99977800000000006,0.945455,0.997817,0.945455,0.997605,0.775649,0.761905,2931650,optifit_in
0.03,0.03,101,36435,1,48,0.677852,0.999973,0.990196,0.998684,0.990196,0.998661,0.818711,0.804781,2933652,optifit_in
0.03,0.03,214,101068,7,186,0.535,0.999931,0.968326,0.998163,0.968326,0.998098,0.71903,0.689211,2935650,optifit_in
0.03,0.03,58,19606,0,37,0.610526,1,1,0.998116,1,0.998122,0.780626,0.75817,2937653,optifit_in
0.03,0.03,559,176342,24,385,0.592161,0.999864,0.958834,0.997821,0.958834,0.997693,0.752571,0.732155,2939650,optifit_in
0.03,0.03,320,127708,13,230,0.581818,0.999898,0.960961,0.998202,0.960961,0.998106,0.746968,0.724802,2943650,optifit_in
0.03,0.03,424,82740,13,259,0.620791,0.999843,0.970252,0.996879,0.970252,0.99674,0.774748,0.757143,2945660,optifit_in
0.03,0.03,646,128244,30,366,0.63834,0.999766,0.955621,0.997154,0.955621,0.996937,0.779725,0.76540300000000006,2955670,optifit_in
0.03,0.03,274,67410,21,191,0.589247,0.999689,0.928814,0.997175,0.928814,0.996878,0.738477,0.721053,2957680,optifit_in
0.03,0.03,242,111234,16,136,0.640212,0.999856,0.937984,0.998779,0.937984,0.998638,0.774333,0.761006,2959660,optifit_in
0.03,0.03,846,303983,37,505,0.626203,0.999878,0.958097,0.998341,0.958097,0.998225,0.773827,0.757386,2961650,optifit_in
0.03,0.03,220,142915,11,234,0.484581,0.999923,0.952381,0.998365,0.952381,0.998291,0.678705,0.642336,2963670,optifit_in
0.03,0.03,425,191209,28,228,0.650842,0.999854,0.93819,0.998809,0.93819,0.998666,0.780834,0.768535,2965650,optifit_in
0.03,0.03,1047,452845,61,628,0.625075,0.999865,0.944946,0.998615,0.944946,0.998484,0.767899,0.752425,2967680,optifit_in
0.03,0.03,496,259334,23,428,0.536797,0.999911,0.955684,0.998352,0.955684,0.998267,0.715569,0.687457,2969650,optifit_in
0.03,0.03,971,501798,74,663,0.594247,0.999853,0.929187,0.99868,0.929187,0.998536,0.742459,0.724897,2971660,optifit_in
0.03,0.03,115,35869,2,60,0.657143,0.999944,0.982906,0.99833,0.982906,0.99828,0.802968,0.787671,2981651,optifit_in
0.03,0.03,127,53037,9,128,0.498039,0.99983,0.933824,0.997592,0.933824,0.99743,0.680973,0.649616,2987670,optifit_in
0.03,0.03,786,300943,70,454,0.633871,0.999767,0.918224,0.998494,0.918224,0.998266,0.762147,0.75,2991650,optifit_in
0.03,0.03,675,430631,44,635,0.515267,0.999898,0.938804,0.998528,0.938804,0.998428,0.694896,0.665352,2993690,optifit_in
0.03,0.03,662,408860,37,406,0.61985,0.99991,0.947067,0.999008,0.947067,0.998919,0.765728,0.749293,2995660,optifit_in
0.03,0.03,95,30198,7,81,0.539773,0.999768,0.931373,0.997325,0.931373,0.997103,0.707863,0.683453,2997651,optifit_in
0.03,0.03,1229,585667,86,1088,0.530427,0.999853,0.934601,0.998146,0.934601,0.998004,0.70329,0.676762,2999650,optifit_in
0.03,0.03,206,64553,16,205,0.501217,0.999752,0.927928,0.996834,0.927928,0.996599,0.68064499999999994,0.650869,3001670,optifit_in
0.03,0.03,132,52410,11,97,0.576419,0.99979,0.923077,0.998153,0.923077,0.997949,0.728575,0.709677,3005653,optifit_in
0.03,0.03,317,167246,10,337,0.484709,0.99994,0.969419,0.997989,0.969419,0.997933,0.684729,0.646279,3009670,optifit_in
0.03,0.03,308,139107,10,231,0.571429,0.999928,0.968553,0.998342,0.968553,0.998274,0.743265,0.718786,3011651,optifit_in
0.03,0.03,221,144070,7,155,0.587766,0.999951,0.969298,0.998925,0.969298,0.998879,0.754349,0.731788,3013653,optifit_in
0.03,0.03,647,221123,23,318,0.670466,0.999896,0.965672,0.998564,0.965672,0.998465,0.803982,0.791437,3015650,optifit_in
0.03,0.03,1098,544357,106,974,0.529923,0.999805,0.91196,0.998214,0.91196,0.998024,0.694366,0.67033,3021690,optifit_in
0.03,0.03,66,24195,1,48,0.578947,0.999959,0.985075,0.99802,0.985075,0.997984,0.7544,0.729282,3023652,optifit_in
0.03,0.03,664,221678,30,406,0.620561,0.999865,0.956772,0.998172,0.956772,0.998043,0.769722,0.752834,3025650,optifit_in
0.03,0.03,793,368865,70,502,0.612355,0.99981,0.918888,0.998641,0.918888,0.998455,0.749453,0.73494,3031650,optifit_in
0.03,0.03,152,56015,6,107,0.586873,0.999893,0.962025,0.998093,0.962025,0.997992,0.750576,0.729017,3033660,optifit_in
0.03,0.03,85,58171,2,53,0.615942,0.999966,0.977011,0.99909,0.977011,0.999057,0.775363,0.755556,3043652,optifit_in
0.03,0.03,667,175512,39,497,0.573024,0.99977800000000006,0.944759,0.997176,0.944759,0.996967,0.734536,0.713369,3047652,optifit_in
0.03,0.03,110,37985,3,128,0.462185,0.999921,0.973451,0.996642,0.973451,0.996573,0.669541,0.626781,3049660,optifit_in
0.03,0.03,685,483306,26,603,0.531832,0.999946,0.963432,0.998754,0.963432,0.998702,0.715311,0.685343,3051650,optifit_in
0.03,0.03,258,48009,28,221,0.538622,0.999417,0.902098,0.995418,0.902098,0.994868,0.694909,0.67451,3053650,optifit_in
0.03,0.03,187,55959,4,130,0.589905,0.999929,0.979058,0.997682,0.979058,0.997619,0.759022,0.73622,3061660,optifit_in
0.03,0.03,73,15974,2,61,0.544776,0.999875,0.973333,0.996196,0.973333,0.996089,0.726674,0.698565,3063660,optifit_in
0.03,0.03,186,37370,10,109,0.630508,0.999732,0.94898,0.997092,0.94898,0.996841,0.772174,0.757637,3065652,optifit_in
0.03,0.03,132,44849,3,166,0.442953,0.999933,0.977778,0.996312,0.977778,0.996257,0.656819,0.6097,3069660,optifit_in
0.03,0.03,353,106812,8,243,0.592282,0.999925,0.977839,0.99773,0.977839,0.997663,0.760091,0.737722,3073680,optifit_in
0.03,0.03,169,52049,5,103,0.621324,0.999904,0.971264,0.998025,0.971264,0.997936,0.775983,0.757848,3075653,optifit_in
0.03,0.03,112,57756,0,102,0.523364,1,1,0.998237,1,0.99824,0.722801,0.687117,3081660,optifit_in
0.03,0.03,932,512938,54,681,0.577805,0.999895,0.945233,0.998674,0.945233,0.998572,0.738441,0.717199,3085650,optifit_in
0.03,0.03,511,222451,37,447,0.533403,0.999834,0.932482,0.997995,0.932482,0.997834,0.704389,0.678619,3087661,optifit_in
0.03,0.03,550,192252,33,296,0.650118,0.999828,0.943396,0.998463,0.943396,0.998296,0.782405,0.769769,3089650,optifit_in
0.03,0.03,556,220482,21,386,0.590234,0.999905,0.963605,0.998252,0.963605,0.998162,0.753411,0.732061,3091650,optifit_in
0.03,0.03,319,160965,10,302,0.513688,0.999938,0.969605,0.998127,0.969605,0.998069,0.705019,0.671579,3095670,optifit_in
0.03,0.03,269,114479,12,200,0.573561,0.999895,0.957295,0.998256,0.957295,0.998156,0.740248,0.717333,3099680,optifit_in
0.03,0.03,83,69217,2,76,0.522013,0.999971,0.976471,0.998903,0.976471,0.998876,0.713533,0.680328,3101650,optifit_in
0.03,0.03,73,62319,0,89,0.450617,1,1,0.998574,1,0.998576,0.670802,0.621277,3103670,optifit_in
0.03,0.03,207,73505,11,197,0.512376,0.99985,0.949541,0.997327,0.949541,0.997186,0.696427,0.665595,3105660,optifit_in
0.03,0.03,331,184491,22,292,0.5313,0.999881,0.937677,0.99842,0.937677,0.998304,0.70515,0.678279,3109650,optifit_in
0.03,0.03,206,102875,2,202,0.504902,0.999981,0.990385,0.99804,0.990385,0.998025,0.706427,0.668831,3111650,optifit_in
0.03,0.03,640,237967,26,453,0.585544,0.999891,0.960961,0.9981,0.960961,0.997997,0.749312,0.727686,3113650,optifit_in
0.03,0.03,158,56377,6,75,0.678112,0.999894,0.963415,0.998671,0.963415,0.998569,0.807651,0.79597,3117652,optifit_in
0.03,0.03,823,181911,61,520,0.612807,0.999665,0.930995,0.99715,0.930995,0.996831,0.753965,0.739111,3119660,optifit_in
0.03,0.03,185,18847,7,71,0.722656,0.999629,0.963542,0.996247,0.963542,0.995918,0.832611,0.825893,3123653,optifit_in
0.03,0.03,385,79491,24,300,0.562044,0.999698,0.94132,0.99624,0.94132,0.99596,0.725718,0.703839,3125660,optifit_in
0.03,0.03,182,120433,3,168,0.52,0.999975,0.983784,0.998607,0.983784,0.998584,0.714716,0.680374,3127690,optifit_in
0.03,0.03,569,223126,23,397,0.589027,0.999897,0.961149,0.998224,0.961149,0.998126,0.751663,0.730424,3129670,optifit_in
0.03,0.03,405,222614,23,404,0.500618,0.999897,0.946262,0.998188,0.946262,0.998089,0.68754,0.65481,3131650,optifit_in
0.03,0.03,673,209120,28,455,0.596631,0.999866,0.960057,0.997829,0.960057,0.997703,0.755894,0.735921,3133652,optifit_in
0.03,0.03,135,47366,2,83,0.619266,0.999958,0.985401,0.998251,0.985401,0.998214,0.780449,0.760563,3135660,optifit_in
0.03,0.03,281,167355,12,262,0.517495,0.999928,0.959044,0.998437,0.959044,0.998368,0.703863,0.672249,3137650,optifit_in
0.03,0.03,581,278953,31,561,0.508757,0.999889,0.949346,0.997993,0.949346,0.997887,0.694161,0.662486,3139650,optifit_in
0.03,0.03,351,98640,26,218,0.616872,0.999736,0.931034,0.997795,0.931034,0.997541,0.756785,0.742072,3141652,optifit_in
0.03,0.03,260,90037,13,215,0.547368,0.999856,0.952381,0.997618,0.952381,0.997481,0.721015,0.695187,3143650,optifit_in
0.03,0.03,188,141951,5,167,0.529577,0.999965,0.974093,0.998825,0.974093,0.998791,0.717775,0.686131,3145650,optifit_in
0.03,0.03,500,259918,34,551,0.475737,0.999869,0.93633,0.997885,0.93633,0.997759,0.666572,0.630915,3149653,optifit_in
0.03,0.03,438,139972,25,280,0.610028,0.999821,0.946004,0.998004,0.946004,0.997832,0.758751,0.741744,3153670,optifit_in
0.03,0.03,248,205298,11,204,0.548673,0.999946,0.957529,0.999007,0.957529,0.998955,0.724413,0.697609,3155690,optifit_in
0.03,0.03,1370,559770,146,1044,0.567523,0.999739,0.903694,0.998138,0.903694,0.997884,0.715245,0.697201,3159650,optifit_in
0.03,0.03,548,164054,28,395,0.581124,0.999829,0.951389,0.997598,0.951389,0.997437,0.742507,0.721527,3161650,optifit_in
0.03,0.03,1301,22504,37,248,0.839897,0.998359,0.972347,0.9891,0.972347,0.988169,0.89774,0.901282,3163690,optifit_in
0.03,0.03,359,186224,22,361,0.498611,0.999882,0.942257,0.998065,0.942257,0.997951,0.684649,0.652134,3169650,optifit_in
0.03,0.03,1305,510257,94,922,0.58599,0.999816,0.932809,0.998196,0.932809,0.998018,0.738504,0.719801,3173650,optifit_in
0.03,0.03,315,184576,12,233,0.574818,0.999935,0.963303,0.998739,0.963303,0.998677,0.743597,0.72,3181650,optifit_in
0.03,0.03,1167,904191,90,1083,0.518667,0.9999,0.928401,0.998804,0.928401,0.998706,0.69341,0.665526,3185650,optifit_in
0.03,0.03,812,366896,65,738,0.523871,0.999823,0.925884,0.997993,0.925884,0.997821,0.695578,0.669139,3187680,optifit_in
0.03,0.03,225,32544,13,114,0.663717,0.999601,0.945378,0.996509,0.945378,0.996139,0.790424,0.779896,3189650,optifit_in
0.03,0.03,440,82747,48,201,0.686427,0.99942,0.901639,0.997577,0.901639,0.997016,0.785319,0.779451,3191650,optifit_in
0.03,0.03,193,94111,0,91,0.679577,1,1,0.999034,1,0.999036,0.823967,0.809224,3197670,optifit_in
0.03,0.03,248,121828,5,184,0.574074,0.999959,0.980237,0.998492,0.980237,0.998454,0.749548,0.724088,3203680,optifit_in
0.03,0.03,195,125416,4,136,0.589124,0.999968,0.979899,0.998917,0.979899,0.998887,0.75935,0.735849,3209651,optifit_in
0.03,0.03,147,47311,2,126,0.538462,0.999958,0.986577,0.997344,0.986577,0.99731,0.727848,0.696682,3211670,optifit_in
0.03,0.03,314,39648,11,213,0.595825,0.999723,0.966154,0.994656,0.966154,0.994426,0.756445,0.737089,3215650,optifit_in
0.03,0.03,1092,837165,84,819,0.571429,0.9999,0.928571,0.999023,0.928571,0.998924,0.727984,0.707483,3217660,optifit_in
0.03,0.03,780,343593,45,447,0.635697,0.999869,0.945455,0.998701,0.945455,0.998573,0.774644,0.760234,3219650,optifit_in
0.03,0.03,364,108129,28,290,0.556575,0.999741,0.928571,0.997325,0.928571,0.997078,0.717699,0.695985,3221650,optifit_in
0.03,0.03,283,76624,8,113,0.714646,0.999896,0.972509,0.998527,0.972509,0.998429,0.832974,0.823872,3223650,optifit_in
0.03,0.03,188,71291,3,149,0.557864,0.999958,0.984293,0.997914,0.984293,0.997878,0.7402,0.712121,3225690,optifit_in
0.03,0.03,422,226675,26,352,0.54522,0.999885,0.941964,0.99845,0.941964,0.998338,0.715978,0.690671,3229650,optifit_in
0.03,0.03,256,225677,12,183,0.583144,0.999947,0.955224,0.99919,0.955224,0.999138,0.745996,0.724187,3231650,optifit_in
0.03,0.03,422,182522,23,348,0.548052,0.999874,0.948315,0.998097,0.948315,0.997976,0.720114,0.69465,3239650,optifit_in
0.03,0.03,506,122422,31,297,0.630137,0.999747,0.942272,0.99758,0.942272,0.997339,0.769414,0.755224,3241660,optifit_in
0.03,0.03,108,33474,8,80,0.574468,0.999761,0.931034,0.997616,0.931034,0.997386,0.730245,0.710526,3243680,optifit_in
0.03,0.03,419,160936,12,229,0.646605,0.999925,0.972158,0.998579,0.972158,0.998509,0.792219,0.776645,3245680,optifit_in
0.03,0.03,145,50483,6,87,0.625,0.999881,0.960265,0.99828,0.960265,0.998166,0.773936,0.75718,3247652,optifit_in
0.03,0.03,631,332089,26,590,0.51679,0.999922,0.960426,0.998227,0.960426,0.998152,0.703809,0.671991,3249650,optifit_in
0.03,0.03,122,13368,3,37,0.767296,0.999776,0.976,0.99724,0.976,0.997044,0.864028,0.859155,3251653,optifit_in
0.03,0.03,168,98929,6,132,0.56,0.999939,0.965517,0.998667,0.965517,0.998609,0.734769,0.708861,3257660,optifit_in
0.03,0.03,186,79821,11,182,0.505435,0.999862,0.944162,0.997725,0.944162,0.997594,0.689879,0.658407,3263650,optifit_in
0.03,0.03,149,41594,5,157,0.486928,0.99988,0.967532,0.99624,0.967532,0.996134,0.684961,0.647826,3267660,optifit_in
0.03,0.03,531,216453,35,451,0.540733,0.999838,0.938163,0.997921,0.938163,0.997765,0.711351,0.686047,3271650,optifit_in
0.03,0.03,244,161708,8,205,0.54343,0.999951,0.968254,0.998734,0.968254,0.998687,0.724874,0.696148,3273652,optifit_in
0.03,0.03,441,186129,23,373,0.541769,0.999876,0.950431,0.998,0.950431,0.997882,0.716738,0.690141,3277650,optifit_in
0.03,0.03,428,277744,14,445,0.490263,0.99995,0.968326,0.9984,0.968326,0.998353,0.688405,0.650951,3279650,optifit_in
0.03,0.03,157,47281,9,139,0.530405,0.99981,0.945783,0.997069,0.945783,0.99689,0.707046,0.679654,3281670,optifit_in
0.03,0.03,187,62470,5,173,0.519444,0.99992,0.973958,0.997238,0.973958,0.997167,0.710215,0.677536,3283690,optifit_in
0.03,0.03,157,76759,2,110,0.588015,0.999974,0.987421,0.998569,0.987421,0.998546,0.761414,0.737089,3289650,optifit_in
0.03,0.03,94,38064,1,67,0.583851,0.999974,0.989474,0.998243,0.989474,0.998221,0.759377,0.734375,3291670,optifit_in
0.03,0.03,518,250667,30,480,0.519038,0.99988,0.945255,0.998089,0.945255,0.997974,0.699656,0.670116,3293653,optifit_in
0.03,0.03,381,76395,9,243,0.610577,0.999882,0.976923,0.996829,0.976923,0.996728,0.770997,0.751479,3297650,optifit_in
0.03,0.03,175,114685,4,96,0.645756,0.999965,0.977654,0.999164,0.977654,0.99913,0.794199,0.777778,3301660,optifit_in
0.03,0.03,168,28120,6,147,0.533333,0.999787,0.965517,0.9948,0.965517,0.99462,0.715517,0.687117,3311680,optifit_in
0.03,0.03,227,74995,8,236,0.490281,0.999893,0.965957,0.996863,0.965957,0.996767,0.686986,0.65043,3313650,optifit_in
0.03,0.03,57,24878,1,40,0.587629,0.99996,0.982759,0.998395,0.982759,0.998358,0.759286,0.735484,3315650,optifit_in
