label,cutoff,tp,tn,fp,fn,sensitivity,specificity,ppv,npv,fdr,accuracy,mcc,f1score,sample,type
0.03,0.03,36910400,40661400000,4842440,11844200,0.757066,0.999881,0.884021,0.999709,0.884021,0.99959,0.817885,0.815633,2307650,optifit_out
0.03,0.03,37083000,40967900000,4884990,11929000,0.75661,0.999881,0.883602,0.999709,0.883602,0.99959,0.817445,0.81519,2309650,optifit_out
0.03,0.03,37140100,40936600000,5021000,11819800,0.758582,0.999877,0.880909,0.999711,0.880909,0.999589,0.817261,0.815182,2313680,optifit_out
0.03,0.03,37214700,40852100000,5060820,11765600,0.75979,0.999876,0.88029,0.999712,0.88029,0.999589,0.817623,0.815613,2315650,optifit_out
0.03,0.03,36981300,40759000000,4910860,11820300,0.757788,0.99988,0.882774,0.99971,0.882774,0.99959,0.817698,0.81552,2321650,optifit_out
0.03,0.03,37182800,40929600000,5057510,11812800,0.758901,0.999876,0.880268,0.999711,0.880268,0.999588,0.817134,0.815091,2325660,optifit_out
0.03,0.03,37212300,40881300000,5186010,11664400,0.761351,0.999873,0.877683,0.999715,0.877683,0.999588,0.817249,0.815389,2327650,optifit_out
0.03,0.03,37065800,40882300000,4938720,11848000,0.757778,0.999879,0.882424,0.99971,0.882424,0.99959,0.81753,0.815365,2329650,optifit_out
0.03,0.03,37137100,40840500000,5038260,11760100,0.759493,0.999877,0.88054,0.999712,0.88054,0.999589,0.81758,0.81555,2335650,optifit_out
0.03,0.03,36987100,40643000000,4936600,11827400,0.757707,0.999879,0.882248,0.999709,0.882248,0.999588,0.817409,0.815249,2337650,optifit_out
0.03,0.03,37005000,40941300000,4831060,11980000,0.755435,0.999882,0.884524,0.999707,0.884524,0.99959,0.817236,0.814899,2339651,optifit_out
0.03,0.03,37262900,40808900000,5200950,11653800,0.761762,0.999873,0.877521,0.999715,0.877521,0.999588,0.817394,0.815554,2341650,optifit_out
0.03,0.03,37125500,40884800000,5017490,11803500,0.758763,0.999877,0.880941,0.999711,0.880941,0.999589,0.817373,0.8153,2343650,optifit_out
0.03,0.03,37063800,40935600000,4880380,11928900,0.756516,0.999881,0.883646,0.999709,0.883646,0.99959,0.817415,0.815154,2349653,optifit_out
0.03,0.03,37066800,40836800000,4945670,11846100,0.757813,0.999879,0.882281,0.99971,0.882281,0.999589,0.817482,0.815324,2353670,optifit_out
0.03,0.03,37016200,40929100000,4871290,11902000,0.756696,0.999881,0.883705,0.999709,0.883705,0.999591,0.817539,0.815284,2355653,optifit_out
0.03,0.03,37048300,40870600000,4943520,11848000,0.757691,0.999879,0.882274,0.99971,0.882274,0.99959,0.817414,0.815251,2359650,optifit_out
0.03,0.03,37094600,40972100000,4947870,11930000,0.756653,0.999879,0.882312,0.999709,0.882312,0.999589,0.81687,0.814665,2365651,optifit_out
0.03,0.03,37020700,40622500000,5043190,11682400,0.76013,0.999876,0.880106,0.999712,0.880106,0.999589,0.817721,0.81573,2367650,optifit_out
0.03,0.03,36668100,40522300000,4866410,11757700,0.757202,0.99988,0.882835,0.99971,0.882835,0.99959,0.817409,0.815206,2373690,optifit_out
0.03,0.03,37023300,40930500000,4860560,11932400,0.756261,0.999881,0.883951,0.999709,0.883951,0.99959,0.817418,0.815136,2375650,optifit_out
0.03,0.03,37075600,40791400000,4959260,11861100,0.757624,0.999878,0.88202,0.999709,0.88202,0.999588,0.817259,0.815104,2379653,optifit_out
0.03,0.03,37008300,40849800000,4867990,11906500,0.756587,0.999881,0.883753,0.999709,0.883753,0.99959,0.817502,0.815241,2389650,optifit_out
0.03,0.03,37056800,40888900000,4896220,11905900,0.756838,0.99988,0.883293,0.999709,0.883293,0.99959,0.817425,0.81519,2393650,optifit_out
0.03,0.03,37076600,40804800000,4917820,11900900,0.757013,0.999879,0.882893,0.999708,0.882893,0.999588,0.817334,0.815122,2395670,optifit_out
0.03,0.03,37008700,40797200000,4820020,11947700,0.755952,0.999882,0.884768,0.999707,0.884768,0.99959,0.817628,0.815303,2399670,optifit_out
0.03,0.03,37045700,40878300000,4855630,11934900,0.756335,0.999881,0.884118,0.999708,0.884118,0.99959,0.817535,0.815249,2405680,optifit_out
0.03,0.03,37054200,40901800000,4912280,11891800,0.757043,0.99988,0.882948,0.999709,0.882948,0.99959,0.817376,0.815163,2409670,optifit_out
0.03,0.03,36825800,40034800000,4844660,11776000,0.757704,0.999879,0.883739,0.999706,0.883739,0.999585,0.818097,0.815883,2411660,optifit_out
0.03,0.03,36999900,40815800000,4829990,11926600,0.756235,0.999882,0.884533,0.999708,0.884533,0.99959,0.817673,0.815368,2413660,optifit_out
0.03,0.03,37189500,40715000000,5178240,11645200,0.761538,0.999873,0.877779,0.999714,0.877779,0.999587,0.817394,0.815537,2419660,optifit_out
0.03,0.03,37100800,40958100000,4894540,11913400,0.75694,0.999881,0.88345,0.999709,0.88345,0.99959,0.817553,0.815317,2421651,optifit_out
0.03,0.03,37052000,40936500000,4875990,11908200,0.756777,0.999881,0.883706,0.999709,0.883706,0.999591,0.817584,0.815331,2427660,optifit_out
0.03,0.03,37003200,40797100000,5001710,11860400,0.757275,0.999877,0.880926,0.999709,0.880926,0.999587,0.816563,0.814434,2431660,optifit_out
0.03,0.03,37310400,40941000000,5216470,11675400,0.761658,0.999873,0.877337,0.999715,0.877337,0.999588,0.817253,0.815416,2433650,optifit_out
0.03,0.03,37000700,40512500000,5054890,11666200,0.760285,0.999875,0.879804,0.999712,0.879804,0.999588,0.817663,0.81569,2435680,optifit_out
0.03,0.03,37083900,40848600000,4904310,11878600,0.757394,0.99988,0.883198,0.999709,0.883198,0.99959,0.817681,0.815473,2437680,optifit_out
0.03,0.03,37319100,40965600000,5209360,11700000,0.761317,0.999873,0.877509,0.999714,0.877509,0.999588,0.81715,0.815294,2447651,optifit_out
0.03,0.03,36793700,40728000000,4811120,11925100,0.755226,0.999882,0.884361,0.999707,0.884361,0.99959,0.817048,0.814708,2449650,optifit_out
0.03,0.03,37243700,40888900000,5220090,11659300,0.761584,0.999872,0.87707,0.999715,0.87707,0.999588,0.817088,0.815257,2453653,optifit_out
0.03,0.03,37097100,40941800000,4892460,11893800,0.757225,0.999881,0.883484,0.99971,0.883484,0.999591,0.817723,0.815496,2455650,optifit_out
0.03,0.03,37174100,40940000000,5031990,11814200,0.758836,0.999877,0.880776,0.999712,0.880776,0.999589,0.817335,0.815271,2457670,optifit_out
0.03,0.03,37050200,40947000000,4882520,11916000,0.756649,0.999881,0.883563,0.999709,0.883563,0.99959,0.817448,0.815196,2461651,optifit_out
0.03,0.03,37095800,40918600000,4900680,11896700,0.757173,0.99988,0.883307,0.999709,0.883307,0.99959,0.817613,0.815391,2463651,optifit_out
0.03,0.03,37018100,40925000000,4877460,11903200,0.756686,0.999881,0.88358,0.999709,0.88358,0.999591,0.817477,0.815225,2465680,optifit_out
0.03,0.03,37026900,40897800000,4855450,11936400,0.756217,0.999881,0.884069,0.999708,0.884069,0.99959,0.817449,0.81516,2471651,optifit_out
0.03,0.03,37095100,40827800000,5146720,11792600,0.758782,0.999874,0.878161,0.999711,0.878161,0.999586,0.81609,0.814118,2473660,optifit_out
0.03,0.03,37135800,40915200000,5013640,11800500,0.75886,0.999877,0.881051,0.999712,0.881051,0.99959,0.817476,0.815403,2475653,optifit_out
0.03,0.03,37056600,40948600000,4950720,11983500,0.755638,0.999879,0.882146,0.999707,0.882146,0.999587,0.816245,0.814006,2487651,optifit_out
0.03,0.03,37107400,40933200000,4906830,11896500,0.757233,0.99988,0.88321,0.999709,0.88321,0.99959,0.8176,0.815385,2491670,optifit_out
0.03,0.03,37010800,40949400000,4849030,11958300,0.755799,0.999882,0.88416,0.999708,0.88416,0.99959,0.817265,0.814956,2493651,optifit_out
0.03,0.03,36922700,40845300000,4819380,11916500,0.756005,0.999882,0.884544,0.999708,0.884544,0.999591,0.817554,0.815239,2495653,optifit_out
0.03,0.03,36786300,40653300000,4906250,11798200,0.757162,0.999879,0.882323,0.99971,0.882323,0.99959,0.817151,0.814965,2499660,optifit_out
0.03,0.03,36816900,40710300000,4852750,11861700,0.756326,0.999881,0.883542,0.999709,0.883542,0.99959,0.817264,0.814999,2503650,optifit_out
0.03,0.03,37207300,40968300000,5035140,11826500,0.75881,0.999877,0.880804,0.999711,0.880804,0.999589,0.817334,0.815268,2505651,optifit_out
0.03,0.03,37063400,40920400000,4880560,11909200,0.756819,0.999881,0.883641,0.999709,0.883641,0.99959,0.817576,0.815328,2507651,optifit_out
0.03,0.03,37178700,40819000000,5202190,11647100,0.761456,0.999873,0.877252,0.999715,0.877252,0.999588,0.817105,0.815263,2511650,optifit_out
0.03,0.03,37113700,40923500000,4929270,11870100,0.757673,0.99988,0.882756,0.99971,0.882756,0.99959,0.817628,0.815446,2513680,optifit_out
0.03,0.03,37092700,40722500000,5177020,11621300,0.761438,0.999873,0.877524,0.999715,0.877524,0.999588,0.817222,0.81537,2517650,optifit_out
0.03,0.03,36912000,40730700000,4841390,11892700,0.756321,0.999881,0.884048,0.999708,0.884048,0.99959,0.817495,0.815212,2519650,optifit_out
0.03,0.03,36977700,40897000000,4854260,11932000,0.75604,0.999881,0.883958,0.999708,0.883958,0.99959,0.817302,0.815011,2523653,optifit_out
0.03,0.03,37022600,40897300000,4867440,11909900,0.756605,0.999881,0.883804,0.999709,0.883804,0.99959,0.817536,0.815273,2525651,optifit_out
0.03,0.03,37093200,40867700000,4905650,11880900,0.757405,0.99988,0.883196,0.999709,0.883196,0.99959,0.817686,0.815478,2527670,optifit_out
0.03,0.03,37267000,40902400000,5090620,11752600,0.760248,0.999876,0.879818,0.999713,0.879818,0.999589,0.81765,0.815674,2529680,optifit_out
0.03,0.03,37117000,40952100000,4895940,11914600,0.757001,0.99988,0.883466,0.999709,0.883466,0.99959,0.817593,0.815359,2531651,optifit_out
0.03,0.03,37123400,40969300000,4888550,11919400,0.756959,0.999881,0.883639,0.999709,0.883639,0.99959,0.817651,0.815408,2535652,optifit_out
0.03,0.03,37069000,40692000000,5017260,11759900,0.759161,0.999877,0.880786,0.999711,0.880786,0.999588,0.817515,0.815464,2537670,optifit_out
0.03,0.03,37184600,40908700000,5138000,11765800,0.759638,0.999874,0.878599,0.999712,0.878599,0.999587,0.816755,0.814799,2539660,optifit_out
0.03,0.03,37115600,40795300000,5006460,11847600,0.75803,0.999877,0.881144,0.99971,0.881144,0.999587,0.817071,0.814964,2541670,optifit_out
0.03,0.03,37129200,40938000000,5009750,11835800,0.75828,0.999878,0.881114,0.999711,0.881114,0.999589,0.817193,0.815095,2543653,optifit_out
0.03,0.03,37301100,40942400000,5202720,11703700,0.761173,0.999873,0.877594,0.999714,0.877594,0.999588,0.817112,0.815248,2545651,optifit_out
0.03,0.03,37231400,40934800000,5059220,11793500,0.759438,0.999876,0.88037,0.999712,0.88037,0.999589,0.817471,0.815445,2547670,optifit_out
0.03,0.03,37167000,40843100000,5160010,11809200,0.758879,0.999874,0.878092,0.999711,0.878092,0.999585,0.81611,0.814145,2551650,optifit_out
0.03,0.03,37079900,40963700000,5029020,11944600,0.756354,0.999877,0.880571,0.999708,0.880571,0.999586,0.815901,0.813749,2555653,optifit_out
0.03,0.03,37051100,40933300000,4882210,11912100,0.756714,0.999881,0.883572,0.999709,0.883572,0.99959,0.817487,0.815237,2559650,optifit_out
0.03,0.03,36816800,40868200000,4839770,12032900,0.753674,0.999882,0.883817,0.999706,0.883817,0.999588,0.815956,0.813574,2565650,optifit_out
0.03,0.03,37060100,40967300000,4912920,11963800,0.75596,0.99988,0.88295,0.999708,0.88295,0.999589,0.816792,0.814535,2567653,optifit_out
0.03,0.03,36975400,40879300000,4847370,11909200,0.756382,0.999881,0.884097,0.999709,0.884097,0.999591,0.817551,0.815268,2571650,optifit_out
0.03,0.03,37118300,40961000000,4933680,11908100,0.757109,0.99988,0.882677,0.999709,0.882677,0.999589,0.817286,0.815085,2575653,optifit_out
0.03,0.03,36794800,40728900000,4881360,11829700,0.756713,0.99988,0.882874,0.99971,0.882874,0.99959,0.817164,0.814939,2579680,optifit_out
0.03,0.03,37092700,40970500000,4896070,11908300,0.756978,0.999881,0.883396,0.999709,0.883396,0.99959,0.817549,0.815316,2581651,optifit_out
0.03,0.03,36948900,40848100000,4904360,11859700,0.757017,0.99988,0.88282,0.99971,0.88282,0.99959,0.817303,0.815093,2583650,optifit_out
0.03,0.03,37218700,40813800000,5209230,11641300,0.761742,0.999872,0.877222,0.999715,0.877222,0.999588,0.817244,0.815413,2587650,optifit_out
0.03,0.03,36915200,40820500000,4883230,11859900,0.756845,0.99988,0.883172,0.99971,0.883172,0.99959,0.817373,0.815143,2589650,optifit_out
0.03,0.03,37035300,40869500000,4856520,11909300,0.756679,0.999881,0.88407,0.999709,0.88407,0.99959,0.817699,0.815429,2597670,optifit_out
0.03,0.03,36834800,40543200000,4860320,11817300,0.757106,0.99988,0.883432,0.999709,0.883432,0.999589,0.817634,0.815406,2599650,optifit_out
0.03,0.03,37033200,40968500000,4838240,12016500,0.755013,0.999882,0.88445,0.999707,0.88445,0.999589,0.816974,0.814622,2603650,optifit_out
0.03,0.03,37139100,40862200000,5054990,11749400,0.75967,0.999876,0.880197,0.999713,0.880197,0.999589,0.817516,0.815504,2611670,optifit_out
0.03,0.03,37095300,40954700000,4906730,11908600,0.756986,0.99988,0.883179,0.999709,0.883179,0.99959,0.817452,0.815228,2613650,optifit_out
0.03,0.03,37337100,40955500000,5218080,11685400,0.761632,0.999873,0.877381,0.999715,0.877381,0.999588,0.817259,0.815419,2617653,optifit_out
0.03,0.03,37315300,40964100000,5240840,11666100,0.761825,0.999872,0.876849,0.999715,0.876849,0.999588,0.817115,0.8153,2619653,optifit_out
0.03,0.03,37170400,40950000000,5061930,11792200,0.759159,0.999876,0.880141,0.999712,0.880141,0.999589,0.817214,0.815186,2625653,optifit_out
0.03,0.03,37084200,40935000000,4935420,11864200,0.757618,0.999879,0.882545,0.99971,0.882545,0.99959,0.8175,0.815324,2629651,optifit_out
0.03,0.03,37266200,40968800000,5085040,11774400,0.759904,0.999876,0.879932,0.999713,0.879932,0.999589,0.817518,0.81552500000000006,2633670,optifit_out
0.03,0.03,37034500,40940800000,4865480,11925200,0.756429,0.999881,0.883879,0.999709,0.883879,0.99959,0.817476,0.815203,2637651,optifit_out
0.03,0.03,37230700,40816300000,5218640,11634400,0.761907,0.999872,0.877062,0.999715,0.877062,0.999588,0.817258,0.815439,2639690,optifit_out
0.03,0.03,37036200,40855900000,4996150,11888100,0.757011,0.999878,0.881136,0.999709,0.881136,0.999587,0.816518,0.814371,2641650,optifit_out
0.03,0.03,36999700,40924200000,4870050,11921300,0.756315,0.999881,0.883686,0.999709,0.883686,0.99959,0.817325,0.815054,2643651,optifit_out
0.03,0.03,36786000,40689800000,4837100,11844800,0.756434,0.999881,0.883788,0.999709,0.883788,0.999591,0.817436,0.815167,2647650,optifit_out
0.03,0.03,37164000,40957500000,4942760,11868500,0.757947,0.999879,0.882614,0.99971,0.882614,0.99959,0.817709,0.815543,2657651,optifit_out
0.03,0.03,37040600,40942100000,4913150,11912400,0.756656,0.99988,0.882891,0.999709,0.882891,0.99959,0.817141,0.814914,2665650,optifit_out
0.03,0.03,37069000,40925500000,4892400,11903500,0.756935,0.99988,0.883407,0.999709,0.883407,0.99959,0.817531,0.815296,2667653,optifit_out
0.03,0.03,37167600,40873600000,5040590,11779500,0.759342,0.999877,0.880578,0.999712,0.880578,0.999589,0.817516,0.815479,2669660,optifit_out
0.03,0.03,37094600,40885400000,4944400,11899000,0.757132,0.999879,0.882385,0.999709,0.882385,0.999589,0.817163,0.814974,2671660,optifit_out
0.03,0.03,37050900,40924400000,4843080,11954700,0.756054,0.999882,0.884397,0.999708,0.884397,0.99959,0.817512,0.815205,2675680,optifit_out
0.03,0.03,37055200,40819400000,4992180,11808000,0.758346,0.999878,0.881273,0.999711,0.881273,0.999589,0.817302,0.815201,2677650,optifit_out
0.03,0.03,37162100,40869300000,5068390,11758400,0.759642,0.999876,0.879983,0.999712,0.879983,0.999589,0.817401,0.815396,2679660,optifit_out
0.03,0.03,36980000,40844700000,4909170,11833700,0.757574,0.99988,0.882806,0.99971,0.882806,0.999591,0.817597,0.815409,2681650,optifit_out
0.03,0.03,36970100,40910500000,4875060,11912100,0.75631,0.999881,0.883498,0.999709,0.883498,0.99959,0.817235,0.814972,2695652,optifit_out
0.03,0.03,37189700,40957400000,5054680,11796900,0.759182,0.999877,0.880347,0.999712,0.880347,0.999589,0.817322,0.815287,2703653,optifit_out
0.03,0.03,37310600,40936900000,5237960,11669200,0.761755,0.999872,0.876895,0.999715,0.876895,0.999588,0.817098,0.81528,2705653,optifit_out
0.03,0.03,37063900,40964800000,4887840,11926400,0.756556,0.999881,0.883489,0.999709,0.883489,0.99959,0.817363,0.81511,2709650,optifit_out
0.03,0.03,37134600,40940300000,5001940,11824200,0.758487,0.999878,0.881292,0.999711,0.881292,0.99959,0.817387,0.815291,2713651,optifit_out
0.03,0.03,36881500,40895900000,4805500,12052100,0.753705,0.999883,0.884724,0.999705,0.884724,0.999588,0.816392,0.813976,2717652,optifit_out
0.03,0.03,37025600,40884700000,4948650,11848500,0.757571,0.999879,0.882103,0.99971,0.882103,0.99959,0.817269,0.815108,2719650,optifit_out
0.03,0.03,36903600,40795100000,4860740,11865300,0.756704,0.999881,0.883615,0.999709,0.883615,0.999591,0.817502,0.81525,2725650,optifit_out
0.03,0.03,37283500,40921500000,5204650,11674400,0.761542,0.999873,0.877504,0.999715,0.877504,0.999588,0.817268,0.815421,2727653,optifit_out
0.03,0.03,36925400,40792700000,4819110,11935500,0.755725,0.999882,0.884557,0.999707,0.884557,0.99959,0.817409,0.815082,2731670,optifit_out
0.03,0.03,37305900,40905200000,5260360,11633600,0.762286,0.999871,0.87642,0.999716,0.87642,0.999588,0.817162,0.815378,2733650,optifit_out
0.03,0.03,36997100,40900400000,4880490,11932200,0.756135,0.999881,0.883458,0.999708,0.883458,0.999589,0.817121,0.814853,2739651,optifit_out
0.03,0.03,37293300,40959900000,5190550,11709200,0.761049,0.999873,0.877823,0.999714,0.877823,0.999588,0.817152,0.815276,2743650,optifit_out
0.03,0.03,37193000,40852400000,5115200,11710700,0.760535,0.999875,0.879097,0.999713,0.879097,0.999589,0.817469,0.815529,2751650,optifit_out
0.03,0.03,37104600,40885400000,5035940,11768900,0.759197,0.999877,0.880497,0.999712,0.880497,0.99959,0.817401,0.81536,2757652,optifit_out
0.03,0.03,37205400,40722100000,5151440,11674900,0.761153,0.999874,0.87838,0.999713,0.87838,0.999587,0.817467,0.815575,2767650,optifit_out
0.03,0.03,37047900,40806000000,4923520,11851300,0.757638,0.999879,0.882694,0.99971,0.882694,0.999589,0.817579,0.815399,2769660,optifit_out
0.03,0.03,37254000,40935300000,5216780,11670400,0.76146,0.999873,0.877168,0.999715,0.877168,0.999588,0.817068,0.815229,2771670,optifit_out
0.03,0.03,37068900,40935000000,4900540,11898800,0.757006,0.99988,0.883235,0.999709,0.883235,0.99959,0.81749,0.815264,2773651,optifit_out
0.03,0.03,37014700,40967000000,4906760,12005200,0.755096,0.99988,0.882954,0.999707,0.882954,0.999588,0.816326,0.814035,2775653,optifit_out
0.03,0.03,37072400,40897500000,4921170,11899600,0.757013,0.99988,0.882811,0.999709,0.882811,0.999589,0.817296,0.815087,2777670,optifit_out
0.03,0.03,37039000,40898100000,4868750,11953700,0.75601,0.999881,0.883822,0.999708,0.883822,0.999589,0.817223,0.814935,2779670,optifit_out
0.03,0.03,36823300,40735200000,4863680,11833700,0.756793,0.999881,0.883329,0.99971,0.883329,0.999591,0.817418,0.81518,2785650,optifit_out
0.03,0.03,37209300,40953700000,5068130,11773100,0.759646,0.999876,0.880122,0.999713,0.880122,0.999589,0.817468,0.815458,2787660,optifit_out
0.03,0.03,36951100,40813000000,4838090,11922300,0.756058,0.999881,0.884226,0.999708,0.884226,0.99959,0.817435,0.815135,2795690,optifit_out
0.03,0.03,37024600,40852900000,4911130,11869400,0.757242,0.99988,0.882889,0.99971,0.882889,0.99959,0.817456,0.815253,2799653,optifit_out
0.03,0.03,37185400,40947700000,5079160,11768700,0.759598,0.999876,0.879825,0.999713,0.879825,0.999589,0.817304,0.815303,2801653,optifit_out
0.03,0.03,37215600,40871800000,5188090,11711200,0.760638,0.999873,0.87765,0.999714,0.87765,0.999587,0.81685,0.814965,2803670,optifit_out
0.03,0.03,37212000,40926400000,5209800,11704600,0.760723,0.999873,0.87719,0.999714,0.87719,0.999587,0.816682,0.814816,2805660,optifit_out
0.03,0.03,36989000,40786600000,4892720,11887900,0.756778,0.99988,0.883178,0.999709,0.883178,0.999589,0.817339,0.815107,2807650,optifit_out
0.03,0.03,37012300,40628200000,4912540,11820900,0.757933,0.999879,0.882825,0.999709,0.882825,0.999589,0.817799,0.815625,2811650,optifit_out
0.03,0.03,37075700,40941600000,4904240,11886800,0.757227,0.99988,0.883177,0.99971,0.883177,0.99959,0.817582,0.815367,2815650,optifit_out
0.03,0.03,36876000,40708300000,4828060,11863800,0.75659,0.999881,0.884231,0.999709,0.884231,0.999591,0.817725,0.815446,2817670,optifit_out
0.03,0.03,37234400,40964500000,5095030,11762000,0.759942,0.999876,0.879634,0.999713,0.879634,0.999589,0.8174,0.815419,2823650,optifit_out
0.03,0.03,37357700,40965200000,5240080,11666100,0.762031,0.999872,0.876987,0.999715,0.876987,0.999588,0.81729,0.815478,2827650,optifit_out
0.03,0.03,36969800,40739000000,4904310,11819900,0.757738,0.99988,0.88288,0.99971,0.88288,0.99959,0.81772,0.815536,2829660,optifit_out
0.03,0.03,36960800,40793500000,4876440,11865700,0.756983,0.99988,0.883443,0.999709,0.883443,0.99959,0.817573,0.815338,2831680,optifit_out
0.03,0.03,36711300,40278800000,4790630,11819800,0.756449,0.999881,0.884568,0.999707,0.884568,0.999588,0.817804,0.815507,2835650,optifit_out
0.03,0.03,37094300,40916400000,4900510,11893500,0.757215,0.99988,0.883307,0.999709,0.883307,0.99959,0.817635,0.815415,2837680,optifit_out
0.03,0.03,37287700,40927800000,5213060,11681400,0.761454,0.999873,0.877342,0.999715,0.877342,0.999588,0.817145,0.815301,2841680,optifit_out
0.03,0.03,37073000,40891500000,4899650,11888300,0.757191,0.99988,0.883266,0.999709,0.883266,0.99959,0.817603,0.815383,2843670,optifit_out
0.03,0.03,37100700,40803100000,5237440,11574400,0.762211,0.999872,0.876295,0.999716,0.876295,0.999589,0.817064,0.815281,2849650,optifit_out
0.03,0.03,36866100,40102400000,4897160,11738100,0.758496,0.999878,0.88274,0.999707,0.88274,0.999586,0.818062,0.815915,2853660,optifit_out
0.03,0.03,36895400,40761900000,4871750,11833100,0.757162,0.99988,0.883359,0.99971,0.883359,0.999591,0.817631,0.815407,2855690,optifit_out
0.03,0.03,37030700,40895300000,4894160,11857900,0.75745,0.99988,0.883263,0.99971,0.883263,0.999591,0.817743,0.815533,2857650,optifit_out
0.03,0.03,36739500,40841000000,4864280,11841200,0.756257,0.999881,0.883081,0.99971,0.883081,0.999591,0.817014,0.814763,2859650,optifit_out
0.03,0.03,36045500,36836600000,4790280,11161300,0.763566,0.99987,0.882694,0.999697,0.882694,0.999568,0.820761,0.81882,2861650,optifit_out
0.03,0.03,36963600,40710700000,4982100,11773400,0.758429,0.999878,0.881225,0.999711,0.881225,0.999589,0.817325,0.815229,2863680,optifit_out
0.03,0.03,37274100,40913800000,5183790,11696100,0.761158,0.999873,0.877907,0.999714,0.877907,0.999588,0.81725,0.815375,2871650,optifit_out
0.03,0.03,37147100,40814100000,5195740,11697400,0.760517,0.999873,0.877293,0.999713,0.877293,0.999587,0.816619,0.814742,2873653,optifit_out
0.03,0.03,37037000,40898700000,4863310,11926300,0.756423,0.999881,0.883931,0.999708,0.883931,0.99959,0.817496,0.815221,2879660,optifit_out
0.03,0.03,37112700,40914900000,4920710,11874500,0.757601,0.99988,0.882933,0.99971,0.882933,0.99959,0.81767,0.81548,2883650,optifit_out
0.03,0.03,36908300,40906500000,4895470,11907200,0.756077,0.99988,0.882894,0.999709,0.882894,0.99959,0.816829,0.814579,2887670,optifit_out
0.03,0.03,36988200,40862700000,4885890,11907800,0.756467,0.99988,0.883319,0.999709,0.883319,0.99959,0.817237,0.814986,2889660,optifit_out
0.03,0.03,37252300,40884900000,5206880,11685500,0.761217,0.999873,0.877367,0.999714,0.877367,0.999587,0.81703,0.815176,2893660,optifit_out
0.03,0.03,36858000,40815400000,4804390,11935300,0.75539,0.999882,0.884683,0.999708,0.884683,0.99959,0.817286,0.81494,2895650,optifit_out
0.03,0.03,36957600,40964300000,4828110,11959900,0.755509,0.999882,0.884455,0.999708,0.884455,0.999591,0.817245,0.814913,2901651,optifit_out
0.03,0.03,37076700,40970100000,4977700,11949100,0.756269,0.999879,0.881637,0.999708,0.881637,0.999587,0.81635,0.814155,2903653,optifit_out
0.03,0.03,37067900,40921800000,4912810,11880000,0.757293,0.99988,0.882975,0.99971,0.882975,0.99959,0.817524,0.815319,2905650,optifit_out
0.03,0.03,37250000,40948200000,5101020,11745500,0.760274,0.999875,0.879554,0.999713,0.879554,0.999589,0.817542,0.815576,2907653,optifit_out
0.03,0.03,37286000,40906900000,5230900,11691500,0.761288,0.999872,0.876969,0.999714,0.876969,0.999587,0.816882,0.815044,2909653,optifit_out
0.03,0.03,37209200,40921100000,5047680,11789000,0.759399,0.999877,0.880548,0.999712,0.880548,0.999589,0.817533,0.815498,2911680,optifit_out
0.03,0.03,36892700,40699400000,4841220,11863000,0.756685,0.999881,0.883998,0.999709,0.883998,0.99959,0.817669,0.815402,2913650,optifit_out
0.03,0.03,36904300,40865100000,4860960,11913900,0.755954,0.999881,0.883612,0.999709,0.883612,0.99959,0.817095,0.814813,2915650,optifit_out
0.03,0.03,37022500,40864300000,5158400,11674800,0.760257,0.999874,0.877708,0.999714,0.877708,0.999589,0.816674,0.814772,2917650,optifit_out
0.03,0.03,37005500,40879300000,4849660,11915200,0.756438,0.999881,0.884132,0.999709,0.884132,0.99959,0.817598,0.815315,2921652,optifit_out
0.03,0.03,37232100,40931000000,5192640,11706800,0.760788,0.999873,0.877604,0.999714,0.877604,0.999588,0.81691,0.815032,2923650,optifit_out
0.03,0.03,37074600,40927000000,4902570,11890300,0.757166,0.99988,0.883209,0.99971,0.883209,0.99959,0.817563,0.815345,2929650,optifit_out
0.03,0.03,36956600,40867000000,4864410,11882600,0.7567,0.999881,0.883685,0.999709,0.883685,0.999591,0.817532,0.815277,2931650,optifit_out
0.03,0.03,37080500,40956200000,4883540,11914000,0.756829,0.999881,0.883625,0.999709,0.883625,0.99959,0.817575,0.815327,2933652,optifit_out
0.03,0.03,37063700,40897500000,4932710,11874400,0.757359,0.999879,0.882545,0.99971,0.882545,0.99959,0.81736,0.815174,2935650,optifit_out
0.03,0.03,37293700,40958700000,5236880,11705800,0.761104,0.999872,0.876868,0.999714,0.876868,0.999587,0.816736,0.814895,2937653,optifit_out
0.03,0.03,36914100,40849600000,4854380,11886200,0.756432,0.999881,0.883779,0.999709,0.883779,0.999591,0.817431,0.815162,2939650,optifit_out
0.03,0.03,37247300,40843200000,5253070,11616500,0.762267,0.999871,0.876399,0.999716,0.876399,0.999588,0.817142,0.815358,2943650,optifit_out
0.03,0.03,37026400,40907300000,4955660,11845400,0.757623,0.999879,0.881958,0.999711,0.881958,0.99959,0.81723,0.815076,2945660,optifit_out
0.03,0.03,37000300,40866600000,5028840,11806500,0.758097,0.999877,0.880349,0.999711,0.880349,0.999589,0.816739,0.814662,2955670,optifit_out
0.03,0.03,36921700,40877300000,4866970,11913100,0.756053,0.999881,0.883534,0.999709,0.883534,0.99959,0.817113,0.814838,2957680,optifit_out
