mtry,AUC,split,algorithm
137,0.6791140034677862,split_80,optifit
274,0.6798626970305889,split_80,optifit
350,0.6787502078113424,split_80,optifit
68,0.7057934233628402,split_81,optifit
137,0.7094232161468472,split_81,optifit
274,0.7109885095458828,split_81,optifit
350,0.7101153632309153,split_81,optifit
68,0.6908758261088934,split_82,optifit
137,0.6932035167978463,split_82,optifit
274,0.694093034648282,split_82,optifit
350,0.6936407646606336,split_82,optifit
68,0.6960169476968863,split_83,optifit
137,0.6998751525193035,split_83,optifit
274,0.6991157403983429,split_83,optifit
350,0.7001309871215273,split_83,optifit
68,0.6875861292782218,split_84,optifit
137,0.6910449111716231,split_84,optifit
274,0.6915368564268988,split_84,optifit
350,0.691446075342177,split_84,optifit
68,0.675952392858837,split_85,optifit
137,0.6783239216724495,split_85,optifit
274,0.681002163508768,split_85,optifit
350,0.6812649450473777,split_85,optifit
68,0.6720160230878283,split_86,optifit
137,0.6747524254954077,split_86,optifit
274,0.6768456849991518,split_86,optifit
350,0.6772996037322331,split_86,optifit
68,0.6534226454865519,split_87,optifit
137,0.6545155244927914,split_87,optifit
274,0.6534649223056344,split_87,optifit
350,0.6525030462219226,split_87,optifit
68,0.7038691396101385,split_88,optifit
137,0.7089017052106585,split_88,optifit
274,0.7121037029293377,split_88,optifit
350,0.7134010685040999,split_88,optifit
68,0.6856590026536528,split_89,optifit
137,0.687876038336969,split_89,optifit
274,0.6892835110247296,split_89,optifit
350,0.6888738465422155,split_89,optifit
68,0.6816034443508524,split_90,optifit
137,0.6827720418694393,split_90,optifit
274,0.6826370037312197,split_90,optifit
350,0.681997574414719,split_90,optifit
68,0.6959358073173595,split_91,optifit
137,0.6996651433602108,split_91,optifit
274,0.7012409130372432,split_91,optifit
350,0.7008028526086308,split_91,optifit
68,0.700742795596551,split_92,optifit
137,0.7046169417112657,split_92,optifit
274,0.7091747030919836,split_92,optifit
350,0.7095184714622949,split_92,optifit
68,0.6946774535119503,split_93,optifit
137,0.6994364358279761,split_93,optifit
274,0.7026572953448496,split_93,optifit
350,0.7023310177336778,split_93,optifit
68,0.6810567424763353,split_94,optifit
137,0.6817273666510311,split_94,optifit
274,0.6810706599850922,split_94,optifit
350,0.679703987480314,split_94,optifit
68,0.6591340827784559,split_95,optifit
137,0.6633072984796193,split_95,optifit
274,0.6654441412880451,split_95,optifit
350,0.665997530390927,split_95,optifit
68,0.6963764482418437,split_96,optifit
137,0.6999530806661555,split_96,optifit
274,0.7004015224750754,split_96,optifit
350,0.7006065273642524,split_96,optifit
68,0.6733217967413484,split_97,optifit
137,0.6758214875534914,split_97,optifit
274,0.6788863292216747,split_97,optifit
350,0.678767360954577,split_97,optifit
68,0.6960162785086544,split_98,optifit
137,0.7024412044085867,split_98,optifit
274,0.7062291528780434,split_98,optifit
350,0.7075392281545289,split_98,optifit
68,0.6608580829097125,split_99,optifit
137,0.6592571141306153,split_99,optifit
274,0.6581499529418487,split_99,optifit
350,0.6583001257906791,split_99,optifit
68,0.6962192033920828,split_100,optifit
137,0.6964182379448308,split_100,optifit
274,0.6950871903291216,split_100,optifit
350,0.6946476119324196,split_100,optifit
