mtry,AUC,split,algorithm
137,0.6862065099547938,split_74,opticlust
274,0.6852616447751875,split_74,opticlust
350,0.6858192060456492,split_74,opticlust
68,0.7091741723662217,split_75,opticlust
137,0.715183224785676,split_75,opticlust
274,0.7186356725567249,split_75,opticlust
350,0.7200847909922617,split_75,opticlust
68,0.6824379900791614,split_76,opticlust
137,0.6827879324069152,split_76,opticlust
274,0.6824681438930742,split_76,opticlust
350,0.6820352104968315,split_76,opticlust
68,0.7148673395462618,split_77,opticlust
137,0.7188932193393168,split_77,opticlust
274,0.7202466339515149,split_77,opticlust
350,0.7196611971636546,split_77,opticlust
68,0.7037148291988641,split_78,opticlust
137,0.7071019639230633,split_78,opticlust
274,0.7084388314568372,split_78,opticlust
350,0.7094793989195138,split_78,opticlust
68,0.688094797012833,split_79,opticlust
137,0.6916220292493915,split_79,opticlust
274,0.6928649771950741,split_79,opticlust
350,0.6938312213003368,split_79,opticlust
68,0.6661308883626083,split_80,opticlust
137,0.6677216601096062,split_80,opticlust
274,0.6671208006652581,split_80,opticlust
350,0.6666950590285162,split_80,opticlust
68,0.7029973478192617,split_81,opticlust
137,0.7071138718636326,split_81,opticlust
274,0.7088770485205295,split_81,opticlust
350,0.7088630089010789,split_81,opticlust
68,0.69168258381457,split_82,opticlust
137,0.6951048755475241,split_82,opticlust
274,0.6970613684117176,split_82,opticlust
350,0.6967004557122692,split_82,opticlust
68,0.7014172889775461,split_83,opticlust
137,0.7062522018171403,split_83,opticlust
274,0.7105134089004436,split_83,opticlust
350,0.7111974787622883,split_83,opticlust
68,0.6935222138211411,split_84,opticlust
137,0.69634270205124,split_84,opticlust
274,0.6964002886747523,split_84,opticlust
350,0.6958428771243236,split_84,opticlust
68,0.674540637715155,split_85,opticlust
137,0.678292683115933,split_85,opticlust
274,0.6776005632372543,split_85,opticlust
350,0.6790352623832512,split_85,opticlust
68,0.6781669339369295,split_86,opticlust
137,0.6820410319169811,split_86,opticlust
274,0.6828397170234208,split_86,opticlust
350,0.6839531443777273,split_86,opticlust
68,0.6630541785802488,split_87,opticlust
137,0.664013337024025,split_87,opticlust
274,0.6608153434298982,split_87,opticlust
350,0.6594463982218005,split_87,opticlust
68,0.7116346395343371,split_88,opticlust
137,0.7143265056526357,split_88,opticlust
274,0.716430156463378,split_88,opticlust
350,0.7176661622514118,split_88,opticlust
68,0.6797282976150085,split_89,opticlust
137,0.6824081909170712,split_89,opticlust
274,0.6833242481848188,split_89,opticlust
350,0.6834761905742538,split_89,opticlust
68,0.6737518519318999,split_90,opticlust
137,0.6741771617090077,split_90,opticlust
274,0.6743393492621822,split_90,opticlust
350,0.6728820863195317,split_90,opticlust
68,0.6984905918877274,split_91,opticlust
137,0.7019172497240265,split_91,opticlust
274,0.7036133797854206,split_91,opticlust
350,0.7028418561588468,split_91,opticlust
68,0.6988380194894093,split_92,opticlust
137,0.7033552300347093,split_92,opticlust
274,0.7063685006762368,split_92,opticlust
350,0.7076967368681935,split_92,opticlust
68,0.6860337417333193,split_93,opticlust
137,0.6909189052282382,split_93,opticlust
274,0.6902995564042393,split_93,opticlust
350,0.6910930987899281,split_93,opticlust
68,0.676897108200321,split_94,opticlust
137,0.678340035220258,split_94,opticlust
274,0.6768001474413888,split_94,opticlust
350,0.674811287383707,split_94,opticlust
68,0.6585800926839321,split_95,opticlust
137,0.6628090718272871,split_95,opticlust
274,0.6632595370935371,split_95,opticlust
350,0.6638928114336923,split_95,opticlust
68,0.7003178247855051,split_96,opticlust
137,0.7035697737355641,split_96,opticlust
274,0.7040610462885041,split_96,opticlust
350,0.7045737056047191,split_96,opticlust
68,0.6664466280143778,split_97,opticlust
137,0.6691921800752479,split_97,opticlust
274,0.6698726531321751,split_97,opticlust
350,0.6697629453773155,split_97,opticlust
68,0.6989420927179789,split_98,opticlust
137,0.7036019829084429,split_98,opticlust
274,0.7052116688463079,split_98,opticlust
350,0.7074972057563216,split_98,opticlust
68,0.6529081228710911,split_99,opticlust
137,0.6560917753799953,split_99,opticlust
274,0.6553978086586743,split_99,opticlust
350,0.6548983474904005,split_99,opticlust
68,0.6869043479846478,split_100,opticlust
137,0.687883269114356,split_100,opticlust
274,0.6876142725851191,split_100,opticlust
350,0.6865207026090331,split_100,opticlust
68,0.6668642774935547,split_1,optifit
137,0.6673122762930499,split_1,optifit
274,0.6671787513216897,split_1,optifit
350,0.6653095920576877,split_1,optifit
68,0.6865659943211694,split_2,optifit
137,0.6863939797101776,split_2,optifit
274,0.6862343031208351,split_2,optifit
350,0.6850062496692985,split_2,optifit
68,0.6982935467905387,split_3,optifit
137,0.700579585284752,split_3,optifit
274,0.6988753162523036,split_3,optifit
350,0.6977165242163944,split_3,optifit
68,0.6715173131536917,split_4,optifit
137,0.6775314633402946,split_4,optifit
274,0.6802231583144168,split_4,optifit
350,0.6797109231294983,split_4,optifit
68,0.6777839822356225,split_5,optifit
137,0.6789192107317499,split_5,optifit
274,0.6812402613589269,split_5,optifit
350,0.6795889077715123,split_5,optifit
68,0.6544385691117479,split_6,optifit
137,0.658080773898796,split_6,optifit
274,0.6612315823229926,split_6,optifit
350,0.6610803162145126,split_6,optifit
68,0.6962191341961458,split_7,optifit
137,0.6977529611200144,split_7,optifit
274,0.6968813934980232,split_7,optifit
350,0.6964942156889825,split_7,optifit
68,0.6838155856694625,split_8,optifit
137,0.684998960323981,split_8,optifit
274,0.6848739229347894,split_8,optifit
350,0.6839907493712457,split_8,optifit
68,0.6997668736314364,split_9,optifit
137,0.7032484416357097,split_9,optifit
274,0.7036071899812137,split_9,optifit
350,0.7025216300315544,split_9,optifit
68,0.6776987708503914,split_10,optifit
137,0.6817831212267761,split_10,optifit
274,0.6826207555623931,split_10,optifit
350,0.682207054766954,split_10,optifit
68,0.6866577319624697,split_11,optifit
137,0.6887544407049682,split_11,optifit
274,0.6886176217631789,split_11,optifit
350,0.6878996427215148,split_11,optifit
68,0.6955316237188436,split_12,optifit
137,0.6985674863507753,split_12,optifit
274,0.7011533510096087,split_12,optifit
350,0.7012210313702395,split_12,optifit
68,0.6823812972585198,split_13,optifit
137,0.6857557984856134,split_13,optifit
274,0.6884783785948454,split_13,optifit
350,0.6880787854155044,split_13,optifit
68,0.6992684450348688,split_14,optifit
137,0.7035461900525423,split_14,optifit
274,0.7063214741495273,split_14,optifit
350,0.7060956114543802,split_14,optifit
68,0.6850113395993211,split_15,optifit
137,0.6897144809844697,split_15,optifit
274,0.6923748273709586,split_15,optifit
350,0.6931829307149417,split_15,optifit
68,0.685377760171045,split_16,optifit
137,0.6920166937273611,split_16,optifit
274,0.6932363126217935,split_16,optifit
350,0.6936214225391112,split_16,optifit
68,0.6919182229260197,split_17,optifit
137,0.6949074357624679,split_17,optifit
274,0.694865277110236,split_17,optifit
350,0.6948710570804939,split_17,optifit
68,0.676606636147841,split_18,optifit
137,0.6769134971590962,split_18,optifit
274,0.6745359104060706,split_18,optifit
350,0.673719788722801,split_18,optifit
68,0.6989952327967065,split_19,optifit
137,0.701410507490981,split_19,optifit
274,0.7005513139653509,split_19,optifit
350,0.7004865656869629,split_19,optifit
68,0.6768693909621264,split_20,optifit
137,0.6780462943809944,split_20,optifit
274,0.6768680488951407,split_20,optifit
350,0.677787848010614,split_20,optifit
68,0.7005630136344585,split_21,optifit
137,0.7033112041508406,split_21,optifit
274,0.7051464885463953,split_21,optifit
350,0.7042025060729624,split_21,optifit
68,0.6733415229452178,split_22,optifit
137,0.6762429863583782,split_22,optifit
274,0.6752604507615371,split_22,optifit
350,0.6756261219920559,split_22,optifit
68,0.6942104395007334,split_23,optifit
137,0.6978787689132326,split_23,optifit
274,0.7005230551324404,split_23,optifit
350,0.7019332831672758,split_23,optifit
68,0.6712787597007369,split_24,optifit
137,0.6734302397974331,split_24,optifit
274,0.6733531565442652,split_24,optifit
350,0.6729669853692768,split_24,optifit
68,0.6643506140917705,split_25,optifit
137,0.6671428042480982,split_25,optifit
274,0.6684314620425809,split_25,optifit
350,0.6702645017062513,split_25,optifit
68,0.6998027146585519,split_26,optifit
137,0.7013395495208771,split_26,optifit
274,0.702741034063507,split_26,optifit
350,0.7025315486268013,split_26,optifit
68,0.7107770902802725,split_27,optifit
137,0.7148680041657821,split_27,optifit
274,0.718713873050588,split_27,optifit
350,0.7197563704444739,split_27,optifit
68,0.6860075808136898,split_28,optifit
137,0.68622984682196,split_28,optifit
274,0.6863086363972815,split_28,optifit
350,0.6852745963279728,split_28,optifit
68,0.705985184275062,split_29,optifit
137,0.7079970867414546,split_29,optifit
274,0.7086293435814529,split_29,optifit
350,0.708952094344971,split_29,optifit
68,0.7079198698302853,split_30,optifit
137,0.7108956823166002,split_30,optifit
274,0.7121560889245323,split_30,optifit
350,0.7106676715700013,split_30,optifit
68,0.7024274814754741,split_31,optifit
137,0.7054095103802211,split_31,optifit
274,0.7053046034164893,split_31,optifit
350,0.70414289272371,split_31,optifit
68,0.7026823240103158,split_32,optifit
137,0.7073163312131646,split_32,optifit
274,0.7090008591610498,split_32,optifit
350,0.709358248378869,split_32,optifit
68,0.6810356022031867,split_33,optifit
137,0.6829859573332686,split_33,optifit
274,0.6865006864355139,split_33,optifit
350,0.6873138269502459,split_33,optifit
68,0.692239485226647,split_34,optifit
137,0.6982959884269211,split_34,optifit
274,0.700750351875403,split_34,optifit
350,0.7023603214864442,split_34,optifit
68,0.6804440947358564,split_35,optifit
137,0.6813930142104095,split_35,optifit
274,0.678204741556558,split_35,optifit
350,0.67704971016686,split_35,optifit
68,0.6885639604085118,split_36,optifit
137,0.6886485379668917,split_36,optifit
274,0.6892677672168779,split_36,optifit
350,0.6890339713991162,split_36,optifit
68,0.6713741017345116,split_37,optifit
137,0.6750181136292092,split_37,optifit
274,0.6747085592046301,split_37,optifit
350,0.6740665859292249,split_37,optifit
68,0.7119029698417457,split_38,optifit
137,0.7129991787909697,split_38,optifit
274,0.7126250143866165,split_38,optifit
350,0.710616351276335,split_38,optifit
68,0.6880567924605595,split_39,optifit
137,0.6887273158478502,split_39,optifit
274,0.6905065576798761,split_39,optifit
350,0.6899473704572718,split_39,optifit
68,0.6976767633089207,split_40,optifit
137,0.70021709283717,split_40,optifit
274,0.7022948370559952,split_40,optifit
350,0.7018739652634641,split_40,optifit
68,0.6987432999497133,split_41,optifit
137,0.7062635853894448,split_41,optifit
274,0.7106727180945543,split_41,optifit
350,0.7116325936164152,split_41,optifit
68,0.7065672540579593,split_42,optifit
137,0.7103531910073585,split_42,optifit
274,0.7115753789821321,split_42,optifit
350,0.7123267242548867,split_42,optifit
68,0.7102984104651681,split_43,optifit
137,0.7142995348308662,split_43,optifit
274,0.7151382081036918,split_43,optifit
350,0.7158571486417025,split_43,optifit
68,0.686117580602108,split_44,optifit
137,0.6883628390245489,split_44,optifit
274,0.6895067373692076,split_44,optifit
350,0.6890220278151287,split_44,optifit
68,0.7046675205024263,split_45,optifit
137,0.7093645288326447,split_45,optifit
274,0.712957910001482,split_45,optifit
350,0.7140598550148358,split_45,optifit
68,0.7021911610835746,split_46,optifit
137,0.7040398886754483,split_46,optifit
274,0.7051629511004756,split_46,optifit
350,0.705946802721369,split_46,optifit
68,0.6950707273664462,split_47,optifit
137,0.6952571967849314,split_47,optifit
274,0.6927645274424387,split_47,optifit
350,0.690889937943372,split_47,optifit
68,0.6981107987167399,split_48,optifit
137,0.7012622687441837,split_48,optifit
274,0.7019190165593989,split_48,optifit
350,0.7019763156095898,split_48,optifit
68,0.6836629204505286,split_49,optifit
137,0.6872957296704406,split_49,optifit
274,0.6863737859763726,split_49,optifit
350,0.6860397389182048,split_49,optifit
68,0.681967456112351,split_50,optifit
137,0.6864633368444878,split_50,optifit
274,0.6888785296048557,split_50,optifit
350,0.688511922205208,split_50,optifit
68,0.655983591768789,split_51,optifit
137,0.661642803368542,split_51,optifit
274,0.6648860947204193,split_51,optifit
350,0.6666571913962002,split_51,optifit
68,0.664308604953888,split_52,optifit
137,0.666928371535454,split_52,optifit
274,0.6667365641525846,split_52,optifit
350,0.6660908070435817,split_52,optifit
68,0.6759971490028315,split_53,optifit
137,0.6783108471010907,split_53,optifit
274,0.6783210927512633,split_53,optifit
350,0.6771433024853983,split_53,optifit
68,0.7024434775103742,split_54,optifit
137,0.7049054081349901,split_54,optifit
274,0.7081988576075221,split_54,optifit
350,0.7086921666150712,split_54,optifit
68,0.7038010282503571,split_55,optifit
137,0.7087364453188728,split_55,optifit
274,0.7109415643406598,split_55,optifit
350,0.7116782526189902,split_55,optifit
68,0.7078394066444355,split_56,optifit
137,0.7120966543864157,split_56,optifit
274,0.7138376918478817,split_56,optifit
350,0.7133088191891022,split_56,optifit
68,0.6977998659050085,split_57,optifit
137,0.7010003021140812,split_57,optifit
274,0.7013051844652622,split_57,optifit
350,0.701080418731528,split_57,optifit
68,0.6937761248883705,split_58,optifit
137,0.6922564486202085,split_58,optifit
274,0.6921541475587216,split_58,optifit
350,0.6901681632957665,split_58,optifit
68,0.6889411793088079,split_59,optifit
137,0.6922998273594663,split_59,optifit
274,0.6925786145341997,split_59,optifit
350,0.6927726223854463,split_59,optifit
68,0.6971654570652525,split_60,optifit
137,0.7003401512967653,split_60,optifit
274,0.7023158261145797,split_60,optifit
350,0.7019569033604123,split_60,optifit
68,0.6845593347523246,split_61,optifit
137,0.6865037402272274,split_61,optifit
274,0.6875953897810579,split_61,optifit
350,0.6858655513090581,split_61,optifit
68,0.6926468062706289,split_62,optifit
137,0.6953279757649222,split_62,optifit
274,0.6950291672160321,split_62,optifit
350,0.6941796463955114,split_62,optifit
68,0.7008844280289044,split_63,optifit
137,0.707257471577172,split_63,optifit
274,0.713087207675131,split_63,optifit
350,0.7133177663741733,split_63,optifit
68,0.7070328950008138,split_64,optifit
137,0.7100030454386037,split_64,optifit
274,0.7120559323584214,split_64,optifit
350,0.7111886897496497,split_64,optifit
68,0.6701535348925636,split_65,optifit
137,0.6742506168627928,split_65,optifit
274,0.6745115996574845,split_65,optifit
350,0.6738763417109584,split_65,optifit
68,0.6990577718065891,split_66,optifit
137,0.7008072665301279,split_66,optifit
274,0.7010979457486393,split_66,optifit
350,0.6996421201047365,split_66,optifit
68,0.6661954840309278,split_67,optifit
137,0.6685717677778837,split_67,optifit
274,0.6688191310772869,split_67,optifit
350,0.6703794838861593,split_67,optifit
68,0.6848705522821577,split_68,optifit
137,0.6886948006411666,split_68,optifit
274,0.6896988248956767,split_68,optifit
350,0.6907531396523545,split_68,optifit
68,0.6810924629911442,split_69,optifit
137,0.6834231327286955,split_69,optifit
274,0.6828027325576667,split_69,optifit
350,0.6833775743524169,split_69,optifit
68,0.6736424636298235,split_70,optifit
137,0.6742807421983537,split_70,optifit
274,0.6734531798281964,split_70,optifit
350,0.6732240110532732,split_70,optifit
68,0.6883222499890498,split_71,optifit
137,0.6898252945970398,split_71,optifit
274,0.691149263364684,split_71,optifit
350,0.6897789448237407,split_71,optifit
68,0.6761100314976546,split_72,optifit
137,0.6822490220225353,split_72,optifit
274,0.6845379109921181,split_72,optifit
350,0.6857905157414607,split_72,optifit
68,0.694777149658936,split_73,optifit
137,0.6955666865421722,split_73,optifit
274,0.6957112995053317,split_73,optifit
350,0.6951225352322417,split_73,optifit
68,0.6748925729441563,split_74,optifit
137,0.6785012099476377,split_74,optifit
274,0.6797087868859797,split_74,optifit
350,0.6789567849729239,split_74,optifit
68,0.715364983780054,split_75,optifit
137,0.7189801449030815,split_75,optifit
274,0.7202889672378461,split_75,optifit
350,0.7209171722083235,split_75,optifit
68,0.6854114520176007,split_76,optifit
137,0.6852506158080235,split_76,optifit
274,0.6846229431635034,split_76,optifit
350,0.6837357102153009,split_76,optifit
68,0.7178016233506821,split_77,optifit
137,0.7203722076516373,split_77,optifit
274,0.7225318446756728,split_77,optifit
350,0.7223835195397705,split_77,optifit
68,0.6960638792116101,split_78,optifit
137,0.6990272863425802,split_78,optifit
274,0.7001301007799396,split_78,optifit
350,0.7007111502617269,split_78,optifit
68,0.6785138188895896,split_79,optifit
137,0.6807044815293418,split_79,optifit
274,0.6805257705253522,split_79,optifit
350,0.6806092328113758,split_79,optifit
68,0.6749086716388137,split_80,optifit
