"","cv_metric_AUC","Accuracy","Kappa","Mean_F1","Mean_Sensitivity","Mean_Specificity","Mean_Pos_Pred_Value","Mean_Neg_Pred_Value","Mean_Precision","Mean_Recall","Mean_Detection_Rate","Mean_Balanced_Accuracy","method","seed","split","algorithm"
"100",0.705193936466942,0.673469387755102,0.324429125376993,NA,NA,0.828930817610063,NA,NA,NA,NA,0.168367346938776,NA,"rf",2021,"split_100","opticlust"
"101",0.672901122374801,0.612244897959184,0.0841121495327105,NA,NA,0.768292682926829,NA,NA,NA,NA,0.153061224489796,NA,"rf",2021,"split_1","optifit"
"102",0.694740882027965,0.448979591836735,0.0307692307692308,NA,NA,0.758928571428571,NA,NA,NA,NA,0.112244897959184,NA,"rf",2021,"split_2","optifit"
"103",0.695277259971463,0.551020408163265,0,NA,NA,0.75,NA,NA,NA,NA,0.137755102040816,NA,"rf",2021,"split_3","optifit"
"104",0.665374755831596,0.581632653061224,0.141819735155916,NA,NA,0.78493265993266,NA,NA,NA,NA,0.145408163265306,NA,"rf",2021,"split_4","optifit"
"105",0.693928389594237,0.459183673469388,0.0483693660681568,NA,NA,0.764120667522465,NA,NA,NA,NA,0.114795918367347,NA,"rf",2021,"split_5","optifit"
"106",0.668239848768726,0.561224489795918,0.088273474686283,NA,NA,0.771276595744681,NA,NA,NA,NA,0.14030612244898,NA,"rf",2021,"split_6","optifit"
"107",0.6946797552756,0.510204081632653,0,NA,NA,0.75,NA,NA,NA,NA,0.127551020408163,NA,"rf",2021,"split_7","optifit"
"108",0.692547440161304,0.63265306122449,0.0334246575342465,NA,NA,0.756756756756757,NA,NA,NA,NA,0.158163265306122,NA,"rf",2021,"split_8","optifit"
"109",0.699590924398036,0.510204081632653,0,NA,NA,0.75,NA,NA,NA,NA,0.127551020408163,NA,"rf",2021,"split_9","optifit"
"110",0.695752221846725,0.540816326530612,0.0230394328754983,NA,NA,0.755434782608696,NA,NA,NA,NA,0.135204081632653,NA,"rf",2021,"split_10","optifit"
"111",0.706978693921518,0.510204081632653,0,NA,NA,0.75,NA,NA,NA,NA,0.127551020408163,NA,"rf",2021,"split_11","optifit"
"112",0.691953458064002,0.510204081632653,0,NA,NA,0.75,NA,NA,NA,NA,0.127551020408163,NA,"rf",2021,"split_12","optifit"
"113",0.68838025080928,0.489795918367347,0,NA,NA,0.75,NA,NA,NA,NA,0.122448979591837,NA,"rf",2021,"split_13","optifit"
"114",0.711304367057472,0.510204081632653,0,NA,NA,0.75,NA,NA,NA,NA,0.127551020408163,NA,"rf",2021,"split_14","optifit"
"115",0.686639284326586,0.612244897959184,0,NA,NA,0.75,NA,NA,NA,NA,0.153061224489796,NA,"rf",2021,"split_15","optifit"
"116",0.690748831059989,0.561224489795918,0,NA,NA,0.75,NA,NA,NA,NA,0.14030612244898,NA,"rf",2021,"split_16","optifit"
"117",0.707699331061174,0.520408163265306,0.021249468763281,NA,NA,0.755208333333333,NA,NA,NA,NA,0.130102040816327,NA,"rf",2021,"split_17","optifit"
"118",0.683494472086372,0.551020408163265,0,NA,NA,0.75,NA,NA,NA,NA,0.137755102040816,NA,"rf",2021,"split_18","optifit"
"119",0.700365180934535,0.438775510204082,-0.0204468004543734,NA,NA,0.744318181818182,NA,NA,NA,NA,0.10969387755102,NA,"rf",2021,"split_19","optifit"
"120",0.671330055366892,0.489795918367347,0.0188225871045254,NA,NA,0.754901960784314,NA,NA,NA,NA,0.122448979591837,NA,"rf",2021,"split_20","optifit"
"121",0.705501779637096,0.591836734693878,0.0282597917699553,NA,NA,0.75609756097561,NA,NA,NA,NA,0.147959183673469,NA,"rf",2021,"split_21","optifit"
"122",0.670851171400452,0.489795918367347,0.0188225871045254,NA,NA,0.754901960784314,NA,NA,NA,NA,0.122448979591837,NA,"rf",2021,"split_22","optifit"
"123",0.702524849152753,0.581632653061224,0,NA,NA,0.75,NA,NA,NA,NA,0.145408163265306,NA,"rf",2021,"split_23","optifit"
"124",0.678507756471508,0.571428571428571,0.185273159144893,NA,NA,0.799242424242424,NA,NA,NA,NA,0.142857142857143,NA,"rf",2021,"split_24","optifit"
"125",0.691882993907484,0.479591836734694,0,NA,NA,0.75,NA,NA,NA,NA,0.119897959183673,NA,"rf",2021,"split_25","optifit"
"126",0.693471031444097,0.540816326530612,0,NA,NA,0.75,NA,NA,NA,NA,0.135204081632653,NA,"rf",2021,"split_26","optifit"
"127",0.713476656676439,0.530612244897959,0,NA,NA,0.75,NA,NA,NA,NA,0.13265306122449,NA,"rf",2021,"split_27","optifit"
"128",0.697752229132458,0.642857142857143,0,NA,NA,0.75,NA,NA,NA,NA,0.160714285714286,NA,"rf",2021,"split_28","optifit"
"129",0.708012806535852,0.581632653061224,0.0401337792642141,NA,NA,0.758928571428571,NA,NA,NA,NA,0.145408163265306,NA,"rf",2021,"split_29","optifit"
"130",0.723040980830058,0.551020408163265,0.0239927569035759,NA,NA,0.755555555555556,NA,NA,NA,NA,0.137755102040816,NA,"rf",2021,"split_30","optifit"
"131",0.713888750107815,0.428571428571429,0.0147217235188509,NA,NA,0.754385964912281,NA,NA,NA,NA,0.107142857142857,NA,"rf",2021,"split_31","optifit"
"132",0.697836159028104,0.520408163265306,0,NA,NA,0.75,NA,NA,NA,NA,0.130102040816327,NA,"rf",2021,"split_32","optifit"
"133",0.690600266355853,0.520408163265306,0,NA,NA,0.75,NA,NA,NA,NA,0.130102040816327,NA,"rf",2021,"split_33","optifit"
"134",0.684877826960124,0.63265306122449,0.0145251396648044,NA,NA,0.752912186379928,NA,NA,NA,NA,0.158163265306122,NA,"rf",2021,"split_34","optifit"
