cv_metric_AUC,Accuracy,Kappa,Mean_F1,Mean_Sensitivity,Mean_Specificity,Mean_Pos_Pred_Value,Mean_Neg_Pred_Value,Mean_Precision,Mean_Recall,Mean_Detection_Rate,Mean_Balanced_Accuracy,method,seed
0.605775724466056,0.571428571428571,0.0585544373284538,NA,NA,0.763468013468013,NA,NA,NA,NA,0.142857142857143,NA,glmnet,2021
